大妖狐大人,"Map129.json,events,1,name"
嗯……也就是说。,"Map129.json,events,2,pages,0,list,118,parameters,0"
大妖狐,"Map129.json,events,2,pages,0,list,131,parameters,0"
“拿着那把短刀，强烈地想象自己的形象。,"Map129.json,events,2,pages,0,list,132,parameters,0"
清彦酱的男性形象，本人。”,"Map129.json,events,2,pages,0,list,133,parameters,0"
想象。\!,"Map129.json,events,2,pages,0,list,141,parameters,0"
自己原来的身体……清彦酱的男性形象，想在脑海中。,"Map129.json,events,2,pages,0,list,142,parameters,0"
清彦酱,"Map129.json,events,2,pages,0,list,155,parameters,0"
“……哦？”,"Map129.json,events,2,pages,0,list,156,parameters,0"
身体感觉完全不同。,"Map129.json,events,2,pages,0,list,158,parameters,0"
胸前没有重量。而是坚硬的铁的重量。,"Map129.json,events,2,pages,0,list,159,parameters,0"
急忙掀开被子，凝视着自己的身体。,"Map129.json,events,2,pages,0,list,160,parameters,0"
清彦酱,"Map129.json,events,2,pages,0,list,165,parameters,0"
“……恢复了？\.\.,"Map129.json,events,2,pages,0,list,166,parameters,0"
恢复了！\.\.\.太好了！！！”,"Map129.json,events,2,pages,0,list,167,parameters,0"
低沉的声音。,"Map129.json,events,2,pages,0,list,173,parameters,0"
虽然感觉和平时的身体一样，但却有些轻盈的感觉。,"Map129.json,events,2,pages,0,list,174,parameters,0"
重新找回自己的喜悦涌上心头。,"Map129.json,events,2,pages,0,list,175,parameters,0"
真是太高兴了！太高兴了！,"Map129.json,events,2,pages,0,list,176,parameters,0"
大妖狐,"Map129.json,events,2,pages,0,list,178,parameters,0"
“走你!”,"Map129.json,events,2,pages,0,list,179,parameters,0"
\C[27]清彦酱,"Map129.json,events,2,pages,0,list,185,parameters,0"
“咕噗♡”,"Map129.json,events,2,pages,0,list,186,parameters,0"
尾骨一下子咚地一声。\!,"Map129.json,events,2,pages,0,list,188,parameters,0"
力量消失，发出奇怪的声音，短刀掉在地上。,"Map129.json,events,2,pages,0,list,189,parameters,0"
身体发出声音后，那种胸部的重量,"Map129.json,events,2,pages,0,list,190,parameters,0"
和不习惯的身体感觉袭击了她。,"Map129.json,events,2,pages,0,list,191,parameters,0"
大妖狐,"Map129.json,events,2,pages,0,list,193,parameters,0"
“可惜马上就破功了。,"Map129.json,events,2,pages,0,list,194,parameters,0"
在稳定之前，要修行吗……？,"Map129.json,events,2,pages,0,list,195,parameters,0"
为了能够在没有短刀的情况下稳定变化，加油吧。”,"Map129.json,events,2,pages,0,list,196,parameters,0"
大妖狐,"Map129.json,events,2,pages,0,list,198,parameters,0"
“在这期间我会支持你的♪,"Map129.json,events,2,pages,0,list,199,parameters,0"
我能做的只有这些了……。,"Map129.json,events,2,pages,0,list,200,parameters,0"
如果可以的话……怎么样呢？”,"Map129.json,events,2,pages,0,list,201,parameters,0"
说实话，如果能恢复原样的话，我现在就想立刻恢复。,"Map129.json,events,2,pages,0,list,206,parameters,0"
但是不能一直犹豫不决。,"Map129.json,events,2,pages,0,list,207,parameters,0"
虽然一开始精神上受到了很大的打击,"Map129.json,events,2,pages,0,list,208,parameters,0"
但是一度昏迷过，头脑也能够在一定程度上重置。,"Map129.json,events,2,pages,0,list,209,parameters,0"
\C[27]清彦酱,"Map129.json,events,2,pages,0,list,211,parameters,0"
“虽然你不知道恢复的办法，,"Map129.json,events,2,pages,0,list,212,parameters,0"
不过，我相信只要周游世界，总有一天,"Map129.json,events,2,pages,0,list,213,parameters,0"
会找到恢复的方法的。”,"Map129.json,events,2,pages,0,list,214,parameters,0"
大妖狐,"Map129.json,events,2,pages,0,list,216,parameters,0"
“清彦酱……”,"Map129.json,events,2,pages,0,list,217,parameters,0"
谢谢你。\!,"Map129.json,events,2,pages,0,list,221,parameters,0"
是的，她清楚地听到了那低声的呢喃。,"Map129.json,events,2,pages,0,list,222,parameters,0"
如果是男性的话，可能听不到那声音。,"Map129.json,events,2,pages,0,list,223,parameters,0"
她到底能否通过修行,"Map129.json,events,2,pages,0,list,226,parameters,0"
变幻自如地化身呢。,"Map129.json,events,2,pages,0,list,227,parameters,0"
是否找到了恢复原样的方法呢。,"Map129.json,events,2,pages,0,list,228,parameters,0"
这是另一个故事了……。,"Map129.json,events,2,pages,0,list,230,parameters,0"
ED18.修行妖狐EDその2,"Map129.json,events,2,pages,0,list,236,parameters,0"
新人教会的人,"Map129.json,events,3,name"
