从这里开始是精灵篇的回忆。,"Map260.json,events,1,pages,0,list,1,parameters,0"
停止观察,"Map260.json,events,19,pages,1,list,16,parameters,0,4"
放大CG画,"Map260.json,events,19,pages,1,list,17,parameters,1"
切换到差分1,"Map260.json,events,19,pages,1,list,20,parameters,1"
切换到差分2,"Map260.json,events,19,pages,1,list,24,parameters,1"
切换到差分3,"Map260.json,events,19,pages,1,list,28,parameters,1"
停止观察,"Map260.json,events,19,pages,1,list,32,parameters,1"
这个CG画还没有解锁。,"Map260.json,events,22,pages,0,list,5,parameters,0"
查看解锁方法,"Map260.json,events,22,pages,0,list,7,parameters,0,0"
解锁CG画,"Map260.json,events,22,pages,0,list,7,parameters,0,1"
保持原样,"Map260.json,events,22,pages,0,list,7,parameters,0,2"
查看解锁方法,"Map260.json,events,22,pages,0,list,8,parameters,1"
进行精灵篇的推进时会在对话事件中解锁。,"Map260.json,events,22,pages,0,list,10,parameters,0"
这是从森林逃脱的路线。,"Map260.json,events,22,pages,0,list,11,parameters,0"
解锁CG画,"Map260.json,events,22,pages,0,list,13,parameters,1"
要解锁这个插图吗？,"Map260.json,events,22,pages,0,list,15,parameters,0"
（此操作无法撤销）,"Map260.json,events,22,pages,0,list,16,parameters,0"
是,"Map260.json,events,22,pages,0,list,17,parameters,0,0"
否,"Map260.json,events,22,pages,0,list,17,parameters,0,1"
是,"Map260.json,events,22,pages,0,list,18,parameters,1"
否,"Map260.json,events,22,pages,0,list,27,parameters,1"
保持原样,"Map260.json,events,22,pages,0,list,31,parameters,1"
放大CG画,"Map260.json,events,22,pages,1,list,3,parameters,0,0"
停止观察,"Map260.json,events,22,pages,1,list,3,parameters,0,1"
放大CG画,"Map260.json,events,22,pages,1,list,4,parameters,1"
停止观察,"Map260.json,events,22,pages,1,list,7,parameters,1"
这个CG画还没有解锁。,"Map260.json,events,25,pages,0,list,5,parameters,0"
查看解锁方法,"Map260.json,events,25,pages,0,list,7,parameters,0,0"
解锁CG画,"Map260.json,events,25,pages,0,list,7,parameters,0,1"
保持原样,"Map260.json,events,25,pages,0,list,7,parameters,0,2"
查看解锁方法,"Map260.json,events,25,pages,0,list,8,parameters,1"
进行精灵篇的推进时会在对话事件中解锁。,"Map260.json,events,25,pages,0,list,10,parameters,0"
这是从森林逃脱的路线。,"Map260.json,events,25,pages,0,list,11,parameters,0"
解锁CG画,"Map260.json,events,25,pages,0,list,13,parameters,1"
要解锁这个插图吗？,"Map260.json,events,25,pages,0,list,15,parameters,0"
（此操作无法撤销）,"Map260.json,events,25,pages,0,list,16,parameters,0"
是,"Map260.json,events,25,pages,0,list,17,parameters,0,0"
否,"Map260.json,events,25,pages,0,list,17,parameters,0,1"
是,"Map260.json,events,25,pages,0,list,18,parameters,1"
否,"Map260.json,events,25,pages,0,list,27,parameters,1"
保持原样,"Map260.json,events,25,pages,0,list,31,parameters,1"
放大CG画,"Map260.json,events,25,pages,1,list,3,parameters,0,0"
停止观察,"Map260.json,events,25,pages,1,list,3,parameters,0,1"
放大CG画,"Map260.json,events,25,pages,1,list,4,parameters,1"
停止观察,"Map260.json,events,25,pages,1,list,7,parameters,1"
这个CG画还没有解锁。,"Map260.json,events,26,pages,0,list,5,parameters,0"
查看解锁方法,"Map260.json,events,26,pages,0,list,7,parameters,0,0"
解锁CG画,"Map260.json,events,26,pages,0,list,7,parameters,0,1"
保持原样,"Map260.json,events,26,pages,0,list,7,parameters,0,2"
查看解锁方法,"Map260.json,events,26,pages,0,list,8,parameters,1"
进行精灵篇的推进时会在对话事件中解锁。,"Map260.json,events,26,pages,0,list,10,parameters,0"
这是从森林逃脱的路线。,"Map260.json,events,26,pages,0,list,11,parameters,0"
解锁CG画,"Map260.json,events,26,pages,0,list,13,parameters,1"
要解锁这个插图吗？,"Map260.json,events,26,pages,0,list,15,parameters,0"
（此操作无法撤销）,"Map260.json,events,26,pages,0,list,16,parameters,0"
是,"Map260.json,events,26,pages,0,list,17,parameters,0,0"
否,"Map260.json,events,26,pages,0,list,17,parameters,0,1"
是,"Map260.json,events,26,pages,0,list,18,parameters,1"
否,"Map260.json,events,26,pages,0,list,27,parameters,1"
保持原样,"Map260.json,events,26,pages,0,list,31,parameters,1"
放大CG画,"Map260.json,events,26,pages,1,list,3,parameters,0,0"
停止观察,"Map260.json,events,26,pages,1,list,3,parameters,0,1"
放大CG画,"Map260.json,events,26,pages,1,list,4,parameters,1"
停止观察,"Map260.json,events,26,pages,1,list,7,parameters,1"
这个CG画还没有解锁。,"Map260.json,events,27,pages,0,list,5,parameters,0"
查看解锁方法,"Map260.json,events,27,pages,0,list,7,parameters,0,0"
解锁CG画,"Map260.json,events,27,pages,0,list,7,parameters,0,1"
保持原样,"Map260.json,events,27,pages,0,list,7,parameters,0,2"
查看解锁方法,"Map260.json,events,27,pages,0,list,8,parameters,1"
进行吸血姬篇的开场动画推进后解锁。,"Map260.json,events,27,pages,0,list,10,parameters,0"
解锁CG画,"Map260.json,events,27,pages,0,list,12,parameters,1"
要解锁这个插图吗？,"Map260.json,events,27,pages,0,list,14,parameters,0"
（此操作无法撤销）,"Map260.json,events,27,pages,0,list,15,parameters,0"
是,"Map260.json,events,27,pages,0,list,16,parameters,0,0"
否,"Map260.json,events,27,pages,0,list,16,parameters,0,1"
是,"Map260.json,events,27,pages,0,list,17,parameters,1"
否,"Map260.json,events,27,pages,0,list,26,parameters,1"
保持原样,"Map260.json,events,27,pages,0,list,30,parameters,1"
放大CG画,"Map260.json,events,27,pages,1,list,27,parameters,0,0"
切换到差分1,"Map260.json,events,27,pages,1,list,27,parameters,0,1"
切换到差分2,"Map260.json,events,27,pages,1,list,27,parameters,0,2"
切换到差分3,"Map260.json,events,27,pages,1,list,27,parameters,0,3"
下一页,"Map260.json,events,27,pages,1,list,27,parameters,0,4"
放大CG画,"Map260.json,events,27,pages,1,list,28,parameters,1"
切换到差分1,"Map260.json,events,27,pages,1,list,31,parameters,1"
切换到差分2,"Map260.json,events,27,pages,1,list,37,parameters,1"
切换到差分3,"Map260.json,events,27,pages,1,list,43,parameters,1"
下一页,"Map260.json,events,27,pages,1,list,49,parameters,1"
切换到差分4,"Map260.json,events,27,pages,1,list,50,parameters,0,0"
切换到差分5,"Map260.json,events,27,pages,1,list,50,parameters,0,1"
返回上一个选项,"Map260.json,events,27,pages,1,list,50,parameters,0,2"
保持原样,"Map260.json,events,27,pages,1,list,50,parameters,0,3"
切换到差分4,"Map260.json,events,27,pages,1,list,51,parameters,1"
切换到差分5,"Map260.json,events,27,pages,1,list,57,parameters,1"
返回上一个选项,"Map260.json,events,27,pages,1,list,63,parameters,1"
保持原样,"Map260.json,events,27,pages,1,list,65,parameters,1"
这个CG画还没有解锁。,"Map260.json,events,35,pages,0,list,5,parameters,0"
查看解锁方法,"Map260.json,events,35,pages,0,list,7,parameters,0,0"
解锁CG画,"Map260.json,events,35,pages,0,list,7,parameters,0,1"
保持原样,"Map260.json,events,35,pages,0,list,7,parameters,0,2"
查看解锁方法,"Map260.json,events,35,pages,0,list,8,parameters,1"
进行吸血姬篇的开场动画推进后解锁。,"Map260.json,events,35,pages,0,list,10,parameters,0"
解锁CG画,"Map260.json,events,35,pages,0,list,12,parameters,1"
要解锁这个插图吗？,"Map260.json,events,35,pages,0,list,14,parameters,0"
（此操作无法撤销）,"Map260.json,events,35,pages,0,list,15,parameters,0"
是,"Map260.json,events,35,pages,0,list,16,parameters,0,0"
否,"Map260.json,events,35,pages,0,list,16,parameters,0,1"
是,"Map260.json,events,35,pages,0,list,17,parameters,1"
否,"Map260.json,events,35,pages,0,list,26,parameters,1"
保持原样,"Map260.json,events,35,pages,0,list,30,parameters,1"
放大CG画,"Map260.json,events,35,pages,1,list,3,parameters,0,0"
停止观察,"Map260.json,events,35,pages,1,list,3,parameters,0,1"
放大CG画,"Map260.json,events,35,pages,1,list,4,parameters,1"
停止观察,"Map260.json,events,35,pages,1,list,7,parameters,1"
这个CG画还没有解锁。,"Map260.json,events,36,pages,0,list,5,parameters,0"
查看解锁方法,"Map260.json,events,36,pages,0,list,7,parameters,0,0"
解锁CG画,"Map260.json,events,36,pages,0,list,7,parameters,0,1"
保持原样,"Map260.json,events,36,pages,0,list,7,parameters,0,2"
查看解锁方法,"Map260.json,events,36,pages,0,list,8,parameters,1"
进行吸血姬篇的开场动画推进后解锁。,"Map260.json,events,36,pages,0,list,10,parameters,0"
解锁CG画,"Map260.json,events,36,pages,0,list,12,parameters,1"
要解锁这个插图吗？,"Map260.json,events,36,pages,0,list,14,parameters,0"
（此操作无法撤销）,"Map260.json,events,36,pages,0,list,15,parameters,0"
是,"Map260.json,events,36,pages,0,list,16,parameters,0,0"
否,"Map260.json,events,36,pages,0,list,16,parameters,0,1"
是,"Map260.json,events,36,pages,0,list,17,parameters,1"
否,"Map260.json,events,36,pages,0,list,26,parameters,1"
保持原样,"Map260.json,events,36,pages,0,list,30,parameters,1"
放大CG画,"Map260.json,events,36,pages,1,list,27,parameters,0,0"
切换到差分1,"Map260.json,events,36,pages,1,list,27,parameters,0,1"
切换到差分2,"Map260.json,events,36,pages,1,list,27,parameters,0,2"
切换到差分3,"Map260.json,events,36,pages,1,list,27,parameters,0,3"
下一页,"Map260.json,events,36,pages,1,list,27,parameters,0,4"
放大CG画,"Map260.json,events,36,pages,1,list,28,parameters,1"
切换到差分1,"Map260.json,events,36,pages,1,list,31,parameters,1"
切换到差分2,"Map260.json,events,36,pages,1,list,37,parameters,1"
切换到差分3,"Map260.json,events,36,pages,1,list,43,parameters,1"
下一页,"Map260.json,events,36,pages,1,list,49,parameters,1"
切换到差分4,"Map260.json,events,36,pages,1,list,50,parameters,0,0"
切换到差分5,"Map260.json,events,36,pages,1,list,50,parameters,0,1"
返回上一个选项,"Map260.json,events,36,pages,1,list,50,parameters,0,2"
保持原样,"Map260.json,events,36,pages,1,list,50,parameters,0,3"
切换到差分4,"Map260.json,events,36,pages,1,list,51,parameters,1"
切换到差分5,"Map260.json,events,36,pages,1,list,57,parameters,1"
返回上一个选项,"Map260.json,events,36,pages,1,list,63,parameters,1"
保持原样,"Map260.json,events,36,pages,1,list,65,parameters,1"
这个CG画还没有解锁。,"Map260.json,events,37,pages,0,list,5,parameters,0"
查看解锁方法,"Map260.json,events,37,pages,0,list,7,parameters,0,0"
解锁CG画,"Map260.json,events,37,pages,0,list,7,parameters,0,1"
保持原样,"Map260.json,events,37,pages,0,list,7,parameters,0,2"
查看解锁方法,"Map260.json,events,37,pages,0,list,8,parameters,1"
在吸血姬篇达到100%的状态下清除时,"Map260.json,events,37,pages,0,list,10,parameters,0"
可以看到的ED。,"Map260.json,events,37,pages,0,list,11,parameters,0"
解锁CG画,"Map260.json,events,37,pages,0,list,13,parameters,1"
要解锁这个插图吗？,"Map260.json,events,37,pages,0,list,15,parameters,0"
（此操作无法撤销）,"Map260.json,events,37,pages,0,list,16,parameters,0"
是,"Map260.json,events,37,pages,0,list,17,parameters,0,0"
否,"Map260.json,events,37,pages,0,list,17,parameters,0,1"
是,"Map260.json,events,37,pages,0,list,18,parameters,1"
否,"Map260.json,events,37,pages,0,list,27,parameters,1"
保持原样,"Map260.json,events,37,pages,0,list,31,parameters,1"
放大CG画,"Map260.json,events,37,pages,1,list,3,parameters,0,0"
停止观察,"Map260.json,events,37,pages,1,list,3,parameters,0,1"
放大CG画,"Map260.json,events,37,pages,1,list,4,parameters,1"
停止观察,"Map260.json,events,37,pages,1,list,7,parameters,1"
这个CG画还没有解锁。,"Map260.json,events,38,pages,0,list,5,parameters,0"
查看解锁方法,"Map260.json,events,38,pages,0,list,7,parameters,0,0"
解锁CG画,"Map260.json,events,38,pages,0,list,7,parameters,0,1"
保持原样,"Map260.json,events,38,pages,0,list,7,parameters,0,2"
查看解锁方法,"Map260.json,events,38,pages,0,list,8,parameters,1"
在吸血姬篇达到100%的状态下清除时,"Map260.json,events,38,pages,0,list,10,parameters,0"
可以看到的ED。,"Map260.json,events,38,pages,0,list,11,parameters,0"
解锁CG画,"Map260.json,events,38,pages,0,list,13,parameters,1"
要解锁这个插图吗？,"Map260.json,events,38,pages,0,list,15,parameters,0"
（此操作无法撤销）,"Map260.json,events,38,pages,0,list,16,parameters,0"
是,"Map260.json,events,38,pages,0,list,17,parameters,0,0"
否,"Map260.json,events,38,pages,0,list,17,parameters,0,1"
是,"Map260.json,events,38,pages,0,list,18,parameters,1"
否,"Map260.json,events,38,pages,0,list,27,parameters,1"
保持原样,"Map260.json,events,38,pages,0,list,31,parameters,1"
放大CG画,"Map260.json,events,38,pages,1,list,3,parameters,0,0"
停止观察,"Map260.json,events,38,pages,1,list,3,parameters,0,1"
放大CG画,"Map260.json,events,38,pages,1,list,4,parameters,1"
停止观察,"Map260.json,events,38,pages,1,list,7,parameters,1"
这个CG画还没有解锁。,"Map260.json,events,39,pages,0,list,5,parameters,0"
查看解锁方法,"Map260.json,events,39,pages,0,list,7,parameters,0,0"
解锁CG画,"Map260.json,events,39,pages,0,list,7,parameters,0,1"
保持原样,"Map260.json,events,39,pages,0,list,7,parameters,0,2"
查看解锁方法,"Map260.json,events,39,pages,0,list,8,parameters,1"
在吸血姬篇达到100%的状态下清除时,"Map260.json,events,39,pages,0,list,10,parameters,0"
可以看到的ED。,"Map260.json,events,39,pages,0,list,11,parameters,0"
解锁CG画,"Map260.json,events,39,pages,0,list,13,parameters,1"
要解锁这个插图吗？,"Map260.json,events,39,pages,0,list,15,parameters,0"
（此操作无法撤销）,"Map260.json,events,39,pages,0,list,16,parameters,0"
是,"Map260.json,events,39,pages,0,list,17,parameters,0,0"
否,"Map260.json,events,39,pages,0,list,17,parameters,0,1"
是,"Map260.json,events,39,pages,0,list,18,parameters,1"
否,"Map260.json,events,39,pages,0,list,27,parameters,1"
保持原样,"Map260.json,events,39,pages,0,list,31,parameters,1"
放大CG画,"Map260.json,events,39,pages,1,list,3,parameters,0,0"
停止观察,"Map260.json,events,39,pages,1,list,3,parameters,0,1"
放大CG画,"Map260.json,events,39,pages,1,list,4,parameters,1"
停止观察,"Map260.json,events,39,pages,1,list,7,parameters,1"
这个CG画还没有解锁。,"Map260.json,events,40,pages,0,list,5,parameters,0"
查看解锁方法,"Map260.json,events,40,pages,0,list,7,parameters,0,0"
解锁CG画,"Map260.json,events,40,pages,0,list,7,parameters,0,1"
保持原样,"Map260.json,events,40,pages,0,list,7,parameters,0,2"
查看解锁方法,"Map260.json,events,40,pages,0,list,8,parameters,1"
在吸血姬篇达到0%～80%的状态下逃脱时,"Map260.json,events,40,pages,0,list,10,parameters,0"
可以看到的ED，解锁。,"Map260.json,events,40,pages,0,list,11,parameters,0"
解锁CG画,"Map260.json,events,40,pages,0,list,13,parameters,1"
要解锁这个插图吗？,"Map260.json,events,40,pages,0,list,15,parameters,0"
（此操作无法撤销）,"Map260.json,events,40,pages,0,list,16,parameters,0"
是,"Map260.json,events,40,pages,0,list,17,parameters,0,0"
否,"Map260.json,events,40,pages,0,list,17,parameters,0,1"
是,"Map260.json,events,40,pages,0,list,18,parameters,1"
否,"Map260.json,events,40,pages,0,list,27,parameters,1"
保持原样,"Map260.json,events,40,pages,0,list,31,parameters,1"
放大CG画,"Map260.json,events,40,pages,1,list,3,parameters,0,0"
停止观察,"Map260.json,events,40,pages,1,list,3,parameters,0,1"
放大CG画,"Map260.json,events,40,pages,1,list,4,parameters,1"
停止观察,"Map260.json,events,40,pages,1,list,7,parameters,1"
这个CG画还没有解锁。,"Map260.json,events,47,pages,0,list,5,parameters,0"
查看解锁方法,"Map260.json,events,47,pages,0,list,7,parameters,0,0"
解锁CG画,"Map260.json,events,47,pages,0,list,7,parameters,0,1"
保持原样,"Map260.json,events,47,pages,0,list,7,parameters,0,2"
查看解锁方法,"Map260.json,events,47,pages,0,list,8,parameters,1"
通过与敌人爱娜温战斗解锁。,"Map260.json,events,47,pages,0,list,10,parameters,0"
解锁CG画,"Map260.json,events,47,pages,0,list,12,parameters,1"
要解锁这个插图吗？,"Map260.json,events,47,pages,0,list,14,parameters,0"
（此操作无法撤销）,"Map260.json,events,47,pages,0,list,15,parameters,0"
是,"Map260.json,events,47,pages,0,list,16,parameters,0,0"
否,"Map260.json,events,47,pages,0,list,16,parameters,0,1"
是,"Map260.json,events,47,pages,0,list,17,parameters,1"
否,"Map260.json,events,47,pages,0,list,26,parameters,1"
保持原样,"Map260.json,events,47,pages,0,list,30,parameters,1"
放大CG画,"Map260.json,events,47,pages,1,list,3,parameters,0,0"
停止观察,"Map260.json,events,47,pages,1,list,3,parameters,0,1"
放大CG画,"Map260.json,events,47,pages,1,list,4,parameters,1"
停止观察,"Map260.json,events,47,pages,1,list,7,parameters,1"
这个CG画还没有解锁。,"Map260.json,events,48,pages,0,list,5,parameters,0"
查看解锁方法,"Map260.json,events,48,pages,0,list,7,parameters,0,0"
解锁CG画,"Map260.json,events,48,pages,0,list,7,parameters,0,1"
保持原样,"Map260.json,events,48,pages,0,list,7,parameters,0,2"
查看解锁方法,"Map260.json,events,48,pages,0,list,8,parameters,1"
在被敌人爱娜温攻击后击败她解锁。,"Map260.json,events,48,pages,0,list,10,parameters,0"
解锁CG画,"Map260.json,events,48,pages,0,list,12,parameters,1"
要解锁这个插图吗？,"Map260.json,events,48,pages,0,list,14,parameters,0"
（此操作无法撤销）,"Map260.json,events,48,pages,0,list,15,parameters,0"
是,"Map260.json,events,48,pages,0,list,16,parameters,0,0"
否,"Map260.json,events,48,pages,0,list,16,parameters,0,1"
是,"Map260.json,events,48,pages,0,list,17,parameters,1"
否,"Map260.json,events,48,pages,0,list,26,parameters,1"
保持原样,"Map260.json,events,48,pages,0,list,30,parameters,1"
放大CG画,"Map260.json,events,48,pages,1,list,3,parameters,0,0"
停止观察,"Map260.json,events,48,pages,1,list,3,parameters,0,1"
放大CG画,"Map260.json,events,48,pages,1,list,4,parameters,1"
停止观察,"Map260.json,events,48,pages,1,list,7,parameters,1"
这个CG画还没有解锁。,"Map260.json,events,49,pages,0,list,5,parameters,0"
查看解锁方法,"Map260.json,events,49,pages,0,list,7,parameters,0,0"
解锁CG画,"Map260.json,events,49,pages,0,list,7,parameters,0,1"
保持原样,"Map260.json,events,49,pages,0,list,7,parameters,0,2"
查看解锁方法,"Map260.json,events,49,pages,0,list,8,parameters,1"
被敌方阿鲁奈的攻击后击败敌人,"Map260.json,events,49,pages,0,list,10,parameters,0"
走一定步数后解放。,"Map260.json,events,49,pages,0,list,11,parameters,0"
解锁CG画,"Map260.json,events,49,pages,0,list,13,parameters,1"
要解锁这个插图吗？,"Map260.json,events,49,pages,0,list,15,parameters,0"
（此操作无法撤销）,"Map260.json,events,49,pages,0,list,16,parameters,0"
是,"Map260.json,events,49,pages,0,list,17,parameters,0,0"
否,"Map260.json,events,49,pages,0,list,17,parameters,0,1"
是,"Map260.json,events,49,pages,0,list,18,parameters,1"
否,"Map260.json,events,49,pages,0,list,28,parameters,1"
保持原样,"Map260.json,events,49,pages,0,list,32,parameters,1"
放大CG画,"Map260.json,events,49,pages,1,list,3,parameters,0,0"
停止观察,"Map260.json,events,49,pages,1,list,3,parameters,0,1"
放大CG画,"Map260.json,events,49,pages,1,list,4,parameters,1"
停止观察,"Map260.json,events,49,pages,1,list,7,parameters,1"
这个CG画还没有解锁。,"Map260.json,events,50,pages,0,list,5,parameters,0"
查看解锁方法,"Map260.json,events,50,pages,0,list,7,parameters,0,0"
解锁CG画,"Map260.json,events,50,pages,0,list,7,parameters,0,1"
保持原样,"Map260.json,events,50,pages,0,list,7,parameters,0,2"
查看解锁方法,"Map260.json,events,50,pages,0,list,8,parameters,1"
被敌方阿鲁奈的攻击后击败敌人,"Map260.json,events,50,pages,0,list,10,parameters,0"
走一定步数后解放。,"Map260.json,events,50,pages,0,list,11,parameters,0"
