大妖狐大人,"Map149.json,events,1,name"
肯定会有找零的。,"Map149.json,events,2,pages,1,list,99,parameters,0"
所以应该能忍耐。,"Map149.json,events,2,pages,1,list,101,parameters,0"
只是……不久之后，必须离开这里,"Map149.json,events,2,pages,1,list,102,parameters,0"
去卖掉短刀。,"Map149.json,events,2,pages,1,list,103,parameters,0"
\C[27]清彦,"Map149.json,events,2,pages,1,list,107,parameters,0"
「如果迟早能脱掉的话，现在无所谓」,"Map149.json,events,2,pages,1,list,108,parameters,0"
大妖狐放下手，露出松了口气的表情。,"Map149.json,events,2,pages,1,list,111,parameters,0"
脱掉了也没有恢复原样的可能性。,"Map149.json,events,2,pages,1,list,112,parameters,0"
这个问题以后再考虑。,"Map149.json,events,2,pages,1,list,113,parameters,0"
现在必须全力以赴脱掉。,"Map149.json,events,2,pages,1,list,114,parameters,0"
大妖狐,"Map149.json,events,2,pages,1,list,116,parameters,0"
「……谢谢你」,"Map149.json,events,2,pages,1,list,117,parameters,0"
大妖狐,"Map149.json,events,2,pages,1,list,122,parameters,0"
「那么，马上开始记录现在的状态吧。,"Map149.json,events,2,pages,1,list,123,parameters,0"
身体感觉如何变化的。,"Map149.json,events,2,pages,1,list,124,parameters,0"
从头到尾都想详细询问一下呢」,"Map149.json,events,2,pages,1,list,125,parameters,0"
大妖狐,"Map149.json,events,2,pages,1,list,127,parameters,0"
「（虽然看到了场景，但是不知道『感觉』。,"Map149.json,events,2,pages,1,list,128,parameters,0"
必须掌握那个数据）」,"Map149.json,events,2,pages,1,list,129,parameters,0"
\C[27]清彦,"Map149.json,events,2,pages,1,list,131,parameters,0"
「明――。,"Map149.json,events,2,pages,1,list,132,parameters,0"
我本来想二话不说就答应的。,"Map149.json,events,2,pages,1,list,135,parameters,0"
\.\.\.但是，她在这时意识到了一件事。,"Map149.json,events,2,pages,1,list,136,parameters,0"
回答那个问题,"Map149.json,events,2,pages,1,list,137,parameters,0"
就等于承认了镜子里发生的种种事情。,"Map149.json,events,2,pages,1,list,138,parameters,0"
那种事情，实在是太害羞了。,"Map149.json,events,2,pages,1,list,140,parameters,0"
更何况\C[18]作为女性\C[0]被搞得一团糟。,"Map149.json,events,2,pages,1,list,141,parameters,0"
\C[18]而且皮肤里面是男性的。,"Map149.json,events,2,pages,1,list,142,parameters,0"
大妖狐,"Map149.json,events,2,pages,1,list,145,parameters,0"
「啊……。\!,"Map149.json,events,2,pages,1,list,146,parameters,0"
那个，很难说出口，对吧。,"Map149.json,events,2,pages,1,list,147,parameters,0"
但是……我只是看到了场景……嗯」,"Map149.json,events,2,pages,1,list,148,parameters,0"
大妖狐,"Map149.json,events,2,pages,1,list,151,parameters,0"
「只是想知道感觉的事情。,"Map149.json,events,2,pages,1,list,152,parameters,0"
因为中途经常触摸皮肤，拉扯皮肤,"Map149.json,events,2,pages,1,list,153,parameters,0"
所以对那些地方很在意……呢」,"Map149.json,events,2,pages,1,list,154,parameters,0"
\C[27]清彦,"Map149.json,events,2,pages,1,list,157,parameters,0"
「……好的」,"Map149.json,events,2,pages,1,list,158,parameters,0"
耳朵和尾巴因为害羞而垂下来。,"Map149.json,events,2,pages,1,list,161,parameters,0"
可以看到她脸红了。,"Map149.json,events,2,pages,1,list,162,parameters,0"
接下来要开始的,"Map149.json,events,2,pages,1,list,163,parameters,0"
会变成一种审问吧。,"Map149.json,events,2,pages,1,list,164,parameters,0"
这是只有两个人才知道的……。,"Map149.json,events,2,pages,1,list,166,parameters,0"
――几周后。,"Map149.json,events,2,pages,1,list,169,parameters,0"
