大妖狐大人,"Map142.json,events,1,name"
大妖狐,"Map142.json,events,2,pages,0,list,238,parameters,0"
「可能只有清彦君一个人,"Map142.json,events,2,pages,0,list,239,parameters,0"
能够享受两种性别的人！,"Map142.json,events,2,pages,0,list,240,parameters,0"
所以，这次就更加努力学习吧！」,"Map142.json,events,2,pages,0,list,241,parameters,0"
噫！\.\.\.被指责了。,"Map142.json,events,2,pages,0,list,243,parameters,0"
我轻轻仰起脸，\C[27]好吧。\C[0]只能这么说了。,"Map142.json,events,2,pages,0,list,244,parameters,0"
既然被这样说了，似乎不能拒绝。,"Map142.json,events,2,pages,0,list,245,parameters,0"
大妖狐,"Map142.json,events,2,pages,0,list,247,parameters,0"
「那么，我来叫两位老师。,"Map142.json,events,2,pages,0,list,248,parameters,0"
和我一样的魔物娘哦」,"Map142.json,events,2,pages,0,list,249,parameters,0"
\C[27]清彦,"Map142.json,events,2,pages,0,list,251,parameters,0"
「老师」,"Map142.json,events,2,pages,0,list,252,parameters,0"
大妖狐,"Map142.json,events,2,pages,0,list,261,parameters,0"
「喂～,"Map142.json,events,2,pages,0,list,262,parameters,0"
两位都有点事要商量……。,"Map142.json,events,2,pages,0,list,263,parameters,0"
\!嗯，嗯。\.\.在我家集合吧」,"Map142.json,events,2,pages,0,list,264,parameters,0"
对于那些人是什么样的老师，我不知道。,"Map142.json,events,2,pages,0,list,269,parameters,0"
但是……不知为何有一种不好的预感。,"Map142.json,events,2,pages,0,list,270,parameters,0"
真的可以锻炼出所谓的女子力吗？,"Map142.json,events,2,pages,0,list,271,parameters,0"
而且，魔物娘本身有女子力这个概念吗？,"Map142.json,events,2,pages,0,list,272,parameters,0"
既然是魔物娘的大妖狐这么说,"Map142.json,events,2,pages,0,list,274,parameters,0"
肯定是有的吧……。,"Map142.json,events,2,pages,0,list,275,parameters,0"
ED19.修行妖狐ED其三,"Map142.json,events,2,pages,0,list,281,parameters,0"
