大妖狐大人,"Map148.json,events,1,name"
“一定有办法可以脱下来的。,"Map148.json,events,2,pages,0,list,82,parameters,0"
而且――。,"Map148.json,events,2,pages,0,list,83,parameters,0"
清彦,"Map148.json,events,2,pages,0,list,88,parameters,0"
“这样一来还是可以变回原来的样子的……。”,"Map148.json,events,2,pages,0,list,89,parameters,0"
\C[27]清彦,"Map148.json,events,2,pages,0,list,96,parameters,0"
“所以，请振作起来。,"Map148.json,events,2,pages,0,list,97,parameters,0"
那个……呃。,"Map148.json,events,2,pages,0,list,98,parameters,0"
摸……摸摸毛茸茸的？”,"Map148.json,events,2,pages,0,list,99,parameters,0"
大妖狐面前出现了一根尾巴。\!,"Map148.json,events,2,pages,0,list,106,parameters,0"
和自己的颜色一样,"Map148.json,events,2,pages,0,list,107,parameters,0"
毛茸茸的感觉不输给自己的尾巴。,"Map148.json,events,2,pages,0,list,108,parameters,0"
对了。\!,"Map148.json,events,2,pages,0,list,111,parameters,0"
本应是受害者的\C[18]妹妹\C[0]却在拼命鼓励着自己。,"Map148.json,events,2,pages,0,list,112,parameters,0"
正常情况下应该是自己比妹妹更沮丧才对。,"Map148.json,events,2,pages,0,list,113,parameters,0"
可是……自己到底还要拖延多久呢。,"Map148.json,events,2,pages,0,list,114,parameters,0"
那层皮或许还能脱下来。,"Map148.json,events,2,pages,0,list,116,parameters,0"
就算被吸血姬认定为妹妹……还是有其他办法的。,"Map148.json,events,2,pages,0,list,117,parameters,0"
绝对不能放弃。,"Map148.json,events,2,pages,0,list,118,parameters,0"
关于里面的事情，等脱下来再考虑……。,"Map148.json,events,2,pages,0,list,119,parameters,0"
\C[27]清彦,"Map148.json,events,2,pages,0,list,124,parameters,0"
“嗯……♡”,"Map148.json,events,2,pages,0,list,125,parameters,0"
即使只是轻轻触碰也会发出甜美的声音,"Map148.json,events,2,pages,0,list,127,parameters,0"
却如此拼命地想要治愈大妖狐。,"Map148.json,events,2,pages,0,list,128,parameters,0"
毫不犹豫地把脸埋在尾巴里，深深地吸了口气……。,"Map148.json,events,2,pages,0,list,129,parameters,0"
大妖狐,"Map148.json,events,2,pages,0,list,132,parameters,0"
「姐姐，加油哦。,"Map148.json,events,2,pages,0,list,133,parameters,0"
我一定会把你恢复原样的！」,"Map148.json,events,2,pages,0,list,134,parameters,0"
说着的时候，脸埋在尾巴里，声音有些模糊。,"Map148.json,events,2,pages,0,list,136,parameters,0"
但妹妹的狐耳，每个字都听得一清二楚。,"Map148.json,events,2,pages,0,list,137,parameters,0"
大妖狐,"Map148.json,events,2,pages,0,list,139,parameters,0"
「（我会加油的……）」,"Map148.json,events,2,pages,0,list,140,parameters,0"
\C[27]清彦,"Map148.json,events,2,pages,0,list,146,parameters,0"
「睡着了吗……？\!,"Map148.json,events,2,pages,0,list,147,parameters,0"
最近好像睡不好的样子,"Map148.json,events,2,pages,0,list,148,parameters,0"
得好好让她休息一下才行」,"Map148.json,events,2,pages,0,list,149,parameters,0"
\C[27]清彦,"Map148.json,events,2,pages,0,list,151,parameters,0"
「给她盖上被子,"Map148.json,events,2,pages,0,list,152,parameters,0"
自己去整理洗好的衣服……\!咳！」,"Map148.json,events,2,pages,0,list,153,parameters,0"
大妖狐紧紧地抱住尾巴，力量变得更强。,"Map148.json,events,2,pages,0,list,156,parameters,0"
轻轻地想要解开，,"Map148.json,events,2,pages,0,list,157,parameters,0"
却被紧紧地抓住，无法动弹。,"Map148.json,events,2,pages,0,list,158,parameters,0"
\C[27]清彦,"Map148.json,events,2,pages,0,list,161,parameters,0"
「大妖狐……\.\.啊♡」,"Map148.json,events,2,pages,0,list,162,parameters,0"
虽然觉得叫醒她也不太好。,"Map148.json,events,2,pages,0,list,164,parameters,0"
担心会窒息。,"Map148.json,events,2,pages,0,list,165,parameters,0"
只是吸一口气，呼出来就感到快感……。,"Map148.json,events,2,pages,0,list,166,parameters,0"
勉强……还能忍耐。,"Map148.json,events,2,pages,0,list,167,parameters,0"
与那个分身所做的尾巴围巾相比,"Map148.json,events,2,pages,0,list,169,parameters,0"
要温柔得多。,"Map148.json,events,2,pages,0,list,170,parameters,0"
现在虽然被抓住，但甜蜜的时刻即将到来。,"Map148.json,events,2,pages,0,list,171,parameters,0"
在那之前忍耐……。\!本来想这样的。,"Map148.json,events,2,pages,0,list,172,parameters,0"
尾巴被拉了起来。\!,"Map148.json,events,2,pages,0,list,177,parameters,0"
而且是从胸前绕到脖子上的动作。,"Map148.json,events,2,pages,0,list,178,parameters,0"
与那个创伤几乎一样的动作。,"Map148.json,events,2,pages,0,list,180,parameters,0"
连她也无法再忍耐下去,"Map148.json,events,2,pages,0,list,181,parameters,0"
试图让大妖狐醒来。但是……。,"Map148.json,events,2,pages,0,list,182,parameters,0"
大妖狐,"Map148.json,events,2,pages,0,list,184,parameters,0"
「嗯嗯……。,"Map148.json,events,2,pages,0,list,185,parameters,0"
好舒服啊」,"Map148.json,events,2,pages,0,list,186,parameters,0"
\C[27]清彦,"Map148.json,events,2,pages,0,list,189,parameters,0"
「（束缚越来越紧……！）\!,"Map148.json,events,2,pages,0,list,190,parameters,0"
嗯嗯……♡\.\.大妖狐……♡\.\.\.,"Map148.json,events,2,pages,0,list,191,parameters,0"
停下♡\.\.\.\.啊啊啊啊啊！！！」,"Map148.json,events,2,pages,0,list,192,parameters,0"
数小时后，醒来的大妖狐发现妹妹正在打扫房间。,"Map148.json,events,2,pages,0,list,195,parameters,0"
听说妹妹没有什么问题。,"Map148.json,events,2,pages,0,list,196,parameters,0"
这对姐妹将来会怎样呢……。,"Map148.json,events,2,pages,0,list,198,parameters,0"
ED21.姐妹妖狐化ED,"Map148.json,events,2,pages,0,list,204,parameters,0"
吸血姬,"Map148.json,events,3,name"
