大妖狐大人,"Map128.json,events,1,name"
可能会粘连或者发生变化\C[0]”,"Map128.json,events,2,pages,0,list,140,parameters,0"
大妖狐,"Map128.json,events,2,pages,0,list,142,parameters,0"
“但是，一次应该没事的。,"Map128.json,events,2,pages,0,list,143,parameters,0"
可是……竟然完全变了”,"Map128.json,events,2,pages,0,list,144,parameters,0"
大妖狐,"Map128.json,events,2,pages,0,list,147,parameters,0"
“难道是汗的原因……？,"Map128.json,events,2,pages,0,list,148,parameters,0"
不，到底是为什么呢……为什么……”,"Map128.json,events,2,pages,0,list,149,parameters,0"
大妖狐,"Map128.json,events,2,pages,0,list,152,parameters,0"
“不知道原因……。,"Map128.json,events,2,pages,0,list,153,parameters,0"
是清彦酱的皮肤粘连能力太高了吗……。\.\.\.,"Map128.json,events,2,pages,0,list,154,parameters,0"
无论如何，对不起！”,"Map128.json,events,2,pages,0,list,155,parameters,0"
大妖狐低下头。,"Map128.json,events,2,pages,0,list,157,parameters,0"
九尾狐尾因为反作用力而抬起，发出轻柔的声音,"Map128.json,events,2,pages,0,list,158,parameters,0"
覆盖住了大妖狐的身体。,"Map128.json,events,2,pages,0,list,159,parameters,0"
\C[27]清彦酱,"Map128.json,events,2,pages,0,list,162,parameters,0"
“……能恢复原样吗？”,"Map128.json,events,2,pages,0,list,163,parameters,0"
是的，这很重要。,"Map128.json,events,2,pages,0,list,165,parameters,0"
即使身体发生了变化，只要有办法恢复……。,"Map128.json,events,2,pages,0,list,166,parameters,0"
只要能恢复，现在虽然不同也没关系。,"Map128.json,events,2,pages,0,list,167,parameters,0"
大妖狐,"Map128.json,events,2,pages,0,list,169,parameters,0"
“至少对我来说……对不起”,"Map128.json,events,2,pages,0,list,170,parameters,0"
大妖狐,"Map128.json,events,2,pages,0,list,179,parameters,0"
“哇哇哇～清彦酱！振作点！？”,"Map128.json,events,2,pages,0,list,180,parameters,0"
这句话对她的心来说已经足够了。,"Map128.json,events,2,pages,0,list,182,parameters,0"
身体的力量迅速消失，仰面倒下。,"Map128.json,events,2,pages,0,list,184,parameters,0"
急忙前来帮助的大妖狐的声音已经听不见了……。,"Map128.json,events,2,pages,0,list,185,parameters,0"
刀,"Map128.json,events,3,name"
