大妖狐大人,"Map121.json,events,1,name"
「还有最后一个！,"Map121.json,events,2,pages,0,list,73,parameters,0"
\C[18]挑战只有一次机会♪\C[0],"Map121.json,events,2,pages,0,list,74,parameters,0"
如果输了，就会有～有趣的事件等着你～♡」,"Map121.json,events,2,pages,0,list,75,parameters,0"
\C[27]清彦,"Map121.json,events,2,pages,0,list,86,parameters,0"
「弱点……吗。,"Map121.json,events,2,pages,0,list,87,parameters,0"
虽然很遗憾，但是正面战斗的话，即使对抗九尾妖狐,"Map121.json,events,2,pages,0,list,88,parameters,0"
作为男性也绝对无法胜利」,"Map121.json,events,2,pages,0,list,89,parameters,0"
\C[27]清彦,"Map121.json,events,2,pages,0,list,91,parameters,0"
「挑战只有一次机会。,"Map121.json,events,2,pages,0,list,92,parameters,0"
输了会有有趣的事件……。,"Map121.json,events,2,pages,0,list,93,parameters,0"
绝对不会有乐趣，只能这么说……」,"Map121.json,events,2,pages,0,list,94,parameters,0"
\C[27]清彦,"Map121.json,events,2,pages,0,list,104,parameters,0"
「如果要挑战，就必须掌握她的弱点。,"Map121.json,events,2,pages,0,list,105,parameters,0"
先调查周围吧」,"Map121.json,events,2,pages,0,list,106,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,0,list,2,parameters,0"
「呃……」,"Map121.json,events,3,pages,0,list,3,parameters,0"
映入眼帘的是与大妖狐长得一模一样的魔物娘。,"Map121.json,events,3,pages,0,list,5,parameters,0"
虽然被称为妖狐……但她只有一条尾巴。,"Map121.json,events,3,pages,0,list,6,parameters,0"
与九尾妖狐相比，力量明显较弱。,"Map121.json,events,3,pages,0,list,7,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,0,list,9,parameters,0"
「刚穿上时感觉很奇怪，完全无法集中注意力。,"Map121.json,events,3,pages,0,list,10,parameters,0"
现在这样看……」,"Map121.json,events,3,pages,0,list,11,parameters,0"
像刚才一样，四处张望以确保没有人在看。,"Map121.json,events,3,pages,0,list,22,parameters,0"
\!……好！似乎没有人。,"Map121.json,events,3,pages,0,list,23,parameters,0"
瞳孔纵向分裂，眼睛闪耀着金色。,"Map121.json,events,3,pages,0,list,26,parameters,0"
这已经证明她不是人类。,"Map121.json,events,3,pages,0,list,27,parameters,0"
狐耳被毛发覆盖，非常蓬松。,"Map121.json,events,3,pages,0,list,28,parameters,0"
……入口部分似乎被毛球覆盖着。,"Map121.json,events,3,pages,0,list,29,parameters,0"
将头顶的耳朵折叠起来，周围的声音几乎听不见。,"Map121.json,events,3,pages,0,list,31,parameters,0"
虽然这是因为闭上了耳朵,"Map121.json,events,3,pages,0,list,32,parameters,0"
但是『耳朵』这个器官位于头顶，实在令人惊讶。,"Map121.json,events,3,pages,0,list,33,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,0,list,35,parameters,0"
「从脸旁边也能听到声音……？」,"Map121.json,events,3,pages,0,list,36,parameters,0"
是的，只是几乎听不见而已。,"Map121.json,events,3,pages,0,list,38,parameters,0"
她两侧的耳朵已经消失了,"Map121.json,events,3,pages,0,list,39,parameters,0"
但还是能稍微听到一些声音。,"Map121.json,events,3,pages,0,list,40,parameters,0"
这也证明了皮肤内部的耳朵在发挥作用。,"Map121.json,events,3,pages,0,list,41,parameters,0"
俯视身体，看到了漂亮的双胸。,"Map121.json,events,3,pages,0,list,44,parameters,0"
大小让正下方难以看清。,"Map121.json,events,3,pages,0,list,45,parameters,0"
用手夹住那双胸，或者轻轻触摸,"Map121.json,events,3,pages,0,list,46,parameters,0"
稍微用力揉捏。,"Map121.json,events,3,pages,0,list,47,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,0,list,49,parameters,0"
「呜……好大，好软。,"Map121.json,events,3,pages,0,list,50,parameters,0"
虽然软是好事……但感觉奇怪。,"Map121.json,events,3,pages,0,list,51,parameters,0"
像被触摸了，又不像被触摸了」,"Map121.json,events,3,pages,0,list,52,parameters,0"
感受到重量。也感受到柔软。,"Map121.json,events,3,pages,0,list,54,parameters,0"
只是，被触摸的感觉有些中途而废。,"Map121.json,events,3,pages,0,list,55,parameters,0"
稍微用力推压柔软的胸部,"Map121.json,events,3,pages,0,list,56,parameters,0"
就能感受到坚硬的胸板。,"Map121.json,events,3,pages,0,list,57,parameters,0"
透过镜子凝视下半身。,"Map121.json,events,3,pages,0,list,60,parameters,0"
内侧腿部被高筒袜包裹着。,"Map121.json,events,3,pages,0,list,61,parameters,0"
如果是男性，一定想要夹在其中。想要触摸。,"Map121.json,events,3,pages,0,list,62,parameters,0"
特别是前垂部分非常敏感。,"Map121.json,events,3,pages,0,list,63,parameters,0"
用拳头轻轻按压前垂部。,"Map121.json,events,3,pages,0,list,65,parameters,0"
\!……那里，已经没有了曾经熟悉的东西。,"Map121.json,events,3,pages,0,list,66,parameters,0"
轻松地穿过……。作为女性再正常不过。,"Map121.json,events,3,pages,0,list,67,parameters,0"
虽然再正常不过……。,"Map121.json,events,3,pages,0,list,68,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,0,list,70,parameters,0"
「……没有的，却有。,"Map121.json,events,3,pages,0,list,71,parameters,0"
啊。这到底是什么」,"Map121.json,events,3,pages,0,list,72,parameters,0"
触摸是\C[27]没有\C[0]的，但在身体内部\C[18]有\C[0]。,"Map121.json,events,3,pages,0,list,74,parameters,0"
感觉有些迟钝，但在内部确实存在。,"Map121.json,events,3,pages,0,list,75,parameters,0"
这也是皮肤的影响吗？,"Map121.json,events,3,pages,0,list,76,parameters,0"
用手触摸尾巴。,"Map121.json,events,3,pages,0,list,79,parameters,0"
柔软而绒毛丰盈。,"Map121.json,events,3,pages,0,list,80,parameters,0"
在她触摸过的所有东西中，最柔软的一次。,"Map121.json,events,3,pages,0,list,81,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,0,list,83,parameters,0"
「这比我预想的还要厉害」,"Map121.json,events,3,pages,0,list,84,parameters,0"
那种蓬松感让人不禁发出呻吟。,"Map121.json,events,3,pages,0,list,86,parameters,0"
没有被触摸到尾巴的感觉。,"Map121.json,events,3,pages,0,list,87,parameters,0"
试着用力，它没有左右移动。,"Map121.json,events,3,pages,0,list,88,parameters,0"
只是一直朝上方。,"Map121.json,events,3,pages,0,list,89,parameters,0"
单单一根就有这样的蓬松感。,"Map121.json,events,3,pages,0,list,93,parameters,0"
大妖狐的九根又会是多么极品呢……。,"Map121.json,events,3,pages,0,list,94,parameters,0"
毛茸茸的。重复着之前说过的话。,"Map121.json,events,3,pages,0,list,95,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,0,list,97,parameters,0"
「大妖狐小姐的九尾左右摇摆着,"Map121.json,events,3,pages,0,list,98,parameters,0"
……这只是皮，虽然有毛茸茸的感觉,"Map121.json,events,3,pages,0,list,99,parameters,0"
但似乎不会动」,"Map121.json,events,3,pages,0,list,100,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,0,list,102,parameters,0"
「只是装饰而已，没错」,"Map121.json,events,3,pages,0,list,103,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,0,list,106,parameters,0"
「那么……。耳朵、胸部、下体……。,"Map121.json,events,3,pages,0,list,107,parameters,0"
这是因为我身体里有东西，才会感到不自然。,"Map121.json,events,3,pages,0,list,108,parameters,0"
既然有这个存在，那我就是我」,"Map121.json,events,3,pages,0,list,109,parameters,0"
我就是我。也就是说，内部的清彦是存在的。,"Map121.json,events,3,pages,0,list,111,parameters,0"
……但是，如果这种不自然感消失了呢？,"Map121.json,events,3,pages,0,list,112,parameters,0"
不……那个大妖狐不可能是那种人，\.\.\.应该不会。,"Map121.json,events,3,pages,0,list,113,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,0,list,115,parameters,0"
「要适度地看镜子，探索周围」,"Map121.json,events,3,pages,0,list,116,parameters,0"
但是嘛，有空的时候再看也不错。\!,"Map121.json,events,3,pages,0,list,118,parameters,0"
虽然这么想，但没有说出口，决定离开。,"Map121.json,events,3,pages,0,list,119,parameters,0"
大妖狐说过的『融入』这个词,"Map121.json,events,3,pages,0,list,122,parameters,0"
他已经忘记了。,"Map121.json,events,3,pages,0,list,123,parameters,0"
……现在他有机会理解这个意义,"Map121.json,events,3,pages,0,list,124,parameters,0"
也许。,"Map121.json,events,3,pages,0,list,125,parameters,0"
是否再次观看事件？,"Map121.json,events,3,pages,1,list,1,parameters,0"
是,"Map121.json,events,3,pages,1,list,2,parameters,0,0"
否,"Map121.json,events,3,pages,1,list,2,parameters,0,1"
是,"Map121.json,events,3,pages,1,list,3,parameters,1"
\C[27]清彦,"Map121.json,events,3,pages,1,list,6,parameters,0"
「呃……」,"Map121.json,events,3,pages,1,list,7,parameters,0"
映入眼帘的是与大妖狐长得一模一样的魔物娘。,"Map121.json,events,3,pages,1,list,9,parameters,0"
虽然被称为妖狐……但她只有一条尾巴。,"Map121.json,events,3,pages,1,list,10,parameters,0"
与九尾妖狐相比，力量明显较弱。,"Map121.json,events,3,pages,1,list,11,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,1,list,13,parameters,0"
「刚穿上时感觉很奇怪，完全无法集中注意力。,"Map121.json,events,3,pages,1,list,14,parameters,0"
现在这样看……」,"Map121.json,events,3,pages,1,list,15,parameters,0"
像刚才一样，四处张望以确保没有人在看。,"Map121.json,events,3,pages,1,list,26,parameters,0"
\!……好！似乎没有人。,"Map121.json,events,3,pages,1,list,27,parameters,0"
瞳孔纵向分裂，眼睛闪耀着金色。,"Map121.json,events,3,pages,1,list,30,parameters,0"
这已经证明她不是人类。,"Map121.json,events,3,pages,1,list,31,parameters,0"
狐耳被毛发覆盖，非常蓬松。,"Map121.json,events,3,pages,1,list,32,parameters,0"
……入口部分似乎被毛球覆盖着。,"Map121.json,events,3,pages,1,list,33,parameters,0"
将头顶的耳朵折叠起来，周围的声音几乎听不见。,"Map121.json,events,3,pages,1,list,35,parameters,0"
虽然这是因为闭上了耳朵,"Map121.json,events,3,pages,1,list,36,parameters,0"
但是『耳朵』这个器官位于头顶，实在令人惊讶。,"Map121.json,events,3,pages,1,list,37,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,1,list,39,parameters,0"
「从脸旁边也能听到声音……？」,"Map121.json,events,3,pages,1,list,40,parameters,0"
是的，只是听力减弱而已。,"Map121.json,events,3,pages,1,list,42,parameters,0"
她两侧的耳朵已经完全消失了,"Map121.json,events,3,pages,1,list,43,parameters,0"
但还能稍微听到一些声音。,"Map121.json,events,3,pages,1,list,44,parameters,0"
这也证明了皮内部的耳朵在发挥作用。,"Map121.json,events,3,pages,1,list,45,parameters,0"
俯视身体，看到了漂亮的双胸。,"Map121.json,events,3,pages,1,list,48,parameters,0"
大小让正下方难以看清。,"Map121.json,events,3,pages,1,list,49,parameters,0"
用手夹住那双胸，或者轻轻触摸,"Map121.json,events,3,pages,1,list,50,parameters,0"
稍微用力揉捏。,"Map121.json,events,3,pages,1,list,51,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,1,list,53,parameters,0"
「呜……好大，好软。,"Map121.json,events,3,pages,1,list,54,parameters,0"
虽然软是好事……但感觉奇怪。,"Map121.json,events,3,pages,1,list,55,parameters,0"
像被触摸了，又不像被触摸了」,"Map121.json,events,3,pages,1,list,56,parameters,0"
感受到重量。也感受到柔软。,"Map121.json,events,3,pages,1,list,58,parameters,0"
只是，被触摸的感觉有些中途而废。,"Map121.json,events,3,pages,1,list,59,parameters,0"
稍微用力推压柔软的胸部,"Map121.json,events,3,pages,1,list,60,parameters,0"
就能感受到坚硬的胸板。,"Map121.json,events,3,pages,1,list,61,parameters,0"
透过镜子凝视下半身。,"Map121.json,events,3,pages,1,list,64,parameters,0"
内侧腿部被高筒袜包裹着。,"Map121.json,events,3,pages,1,list,65,parameters,0"
如果是男性，一定想要夹在其中。想要触摸。,"Map121.json,events,3,pages,1,list,66,parameters,0"
特别是前垂部分非常敏感。,"Map121.json,events,3,pages,1,list,67,parameters,0"
用拳头轻轻按压前垂部。,"Map121.json,events,3,pages,1,list,69,parameters,0"
\!……那里，已经没有了曾经熟悉的东西。,"Map121.json,events,3,pages,1,list,70,parameters,0"
轻松地穿过……。作为女性再正常不过。,"Map121.json,events,3,pages,1,list,71,parameters,0"
虽然再正常不过……。,"Map121.json,events,3,pages,1,list,72,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,1,list,74,parameters,0"
「……没有的，却有。,"Map121.json,events,3,pages,1,list,75,parameters,0"
啊。这到底是什么」,"Map121.json,events,3,pages,1,list,76,parameters,0"
触摸不到，但在身体内部是存在的。,"Map121.json,events,3,pages,1,list,78,parameters,0"
感觉有点淡薄了,"Map121.json,events,3,pages,1,list,79,parameters,0"
但在内部它确实存在。,"Map121.json,events,3,pages,1,list,80,parameters,0"
这也是皮的影响吗？,"Map121.json,events,3,pages,1,list,81,parameters,0"
用手触摸尾巴。,"Map121.json,events,3,pages,1,list,84,parameters,0"
柔软而绒毛丰盈。,"Map121.json,events,3,pages,1,list,85,parameters,0"
在她触摸过的所有东西中，最柔软的一次。,"Map121.json,events,3,pages,1,list,86,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,1,list,88,parameters,0"
「这比我预想的还要厉害」,"Map121.json,events,3,pages,1,list,89,parameters,0"
那种蓬松感让人不禁发出呻吟。,"Map121.json,events,3,pages,1,list,91,parameters,0"
没有被触摸到尾巴的感觉。,"Map121.json,events,3,pages,1,list,92,parameters,0"
试着用力，它没有左右移动。,"Map121.json,events,3,pages,1,list,93,parameters,0"
只是一直朝上方。,"Map121.json,events,3,pages,1,list,94,parameters,0"
单单一根就有这样的蓬松感。,"Map121.json,events,3,pages,1,list,98,parameters,0"
大妖狐的九根又会是多么极品呢……。,"Map121.json,events,3,pages,1,list,99,parameters,0"
毛茸茸的。重复着之前说过的话。,"Map121.json,events,3,pages,1,list,100,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,1,list,102,parameters,0"
「大妖狐小姐的九尾左右摇摆着,"Map121.json,events,3,pages,1,list,103,parameters,0"
……这只是皮，虽然有毛茸茸的感觉,"Map121.json,events,3,pages,1,list,104,parameters,0"
但似乎不会动」,"Map121.json,events,3,pages,1,list,105,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,1,list,107,parameters,0"
「只是装饰而已，没错」,"Map121.json,events,3,pages,1,list,108,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,1,list,111,parameters,0"
「那么……。耳朵、胸部、下体……。,"Map121.json,events,3,pages,1,list,112,parameters,0"
这是因为我身体里有东西，才会感到不自然。,"Map121.json,events,3,pages,1,list,113,parameters,0"
既然有这个存在，那我就是我」,"Map121.json,events,3,pages,1,list,114,parameters,0"
我就是我。也就是说，内部的清彦是存在的。,"Map121.json,events,3,pages,1,list,116,parameters,0"
……但是，如果这种不自然感消失了呢？,"Map121.json,events,3,pages,1,list,117,parameters,0"
不……那个大妖狐不可能是那种人，\.\.\.应该不会。,"Map121.json,events,3,pages,1,list,118,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,1,list,120,parameters,0"
「要适度地看镜子，探索周围」,"Map121.json,events,3,pages,1,list,121,parameters,0"
但是嘛，有空的时候再看也不错。\!,"Map121.json,events,3,pages,1,list,123,parameters,0"
虽然这么想，但没有说出口，决定离开。,"Map121.json,events,3,pages,1,list,124,parameters,0"
大妖狐说过的『融入』这个词,"Map121.json,events,3,pages,1,list,127,parameters,0"
他已经忘记了。,"Map121.json,events,3,pages,1,list,128,parameters,0"
……现在他有机会理解这个意义,"Map121.json,events,3,pages,1,list,129,parameters,0"
也许。,"Map121.json,events,3,pages,1,list,130,parameters,0"
否,"Map121.json,events,3,pages,1,list,135,parameters,1"
\C[27]清彦,"Map121.json,events,3,pages,2,list,3,parameters,0"
「果然还是不习惯啊……」,"Map121.json,events,3,pages,2,list,4,parameters,0"
第二面镜子。,"Map121.json,events,3,pages,2,list,6,parameters,0"
果然那里有一个和大妖狐一模一样的魔物娘。,"Map121.json,events,3,pages,2,list,7,parameters,0"
特征明显的金色眼睛和纵向的瞳孔。,"Map121.json,events,3,pages,2,list,8,parameters,0"
毛茸茸的耳朵和尾巴显示出她不是人类。,"Map121.json,events,3,pages,2,list,9,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,2,list,14,parameters,0"
「呃……」,"Map121.json,events,3,pages,2,list,15,parameters,0"
映入眼帘的是与大妖狐长得一模一样的魔物娘。,"Map121.json,events,3,pages,2,list,17,parameters,0"
虽然被称为妖狐……但她只有一条尾巴。,"Map121.json,events,3,pages,2,list,18,parameters,0"
与九尾妖狐相比，力量明显较弱。,"Map121.json,events,3,pages,2,list,19,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,2,list,21,parameters,0"
「刚穿上时感觉很奇怪，完全无法集中注意力。,"Map121.json,events,3,pages,2,list,22,parameters,0"
现在这样看……」,"Map121.json,events,3,pages,2,list,23,parameters,0"
像刚才一样，四处张望以确保没有人在看。,"Map121.json,events,3,pages,2,list,34,parameters,0"
\!……好！似乎没有人。,"Map121.json,events,3,pages,2,list,35,parameters,0"
瞳孔纵向分裂，眼睛闪耀着金色。,"Map121.json,events,3,pages,2,list,38,parameters,0"
这已经证明她不是人类。,"Map121.json,events,3,pages,2,list,39,parameters,0"
狐耳被毛发覆盖，非常蓬松。,"Map121.json,events,3,pages,2,list,40,parameters,0"
……入口部分似乎被毛球覆盖着。,"Map121.json,events,3,pages,2,list,41,parameters,0"
触摸耳朵，左右扑腾着。,"Map121.json,events,3,pages,2,list,45,parameters,0"
虽然人类也能动耳朵,"Map121.json,events,3,pages,2,list,46,parameters,0"
但她不是那种人。,"Map121.json,events,3,pages,2,list,47,parameters,0"
所以能动耳朵还是很新鲜的。,"Map121.json,events,3,pages,2,list,48,parameters,0"
尾巴也能稍微动一下。,"Map121.json,events,3,pages,2,list,50,parameters,0"
虽然不如大妖狐那样，但是毛茸茸的尾巴。,"Map121.json,events,3,pages,2,list,51,parameters,0"
沙沙。沙沙。发出令人心旷神怡的声音,"Map121.json,events,3,pages,2,list,52,parameters,0"
让人想要『摸一下』。,"Map121.json,events,3,pages,2,list,53,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,2,list,56,parameters,0"
「这是因为那个植物的缘故才能动的吗……？」,"Map121.json,events,3,pages,2,list,57,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,2,list,62,parameters,0"
「果然……是那个水的缘故吧……？」,"Map121.json,events,3,pages,2,list,63,parameters,0"
折叠头顶上的耳朵，周围的声音几乎听不见了。,"Map121.json,events,3,pages,2,list,67,parameters,0"
触摸自己的兽耳，感觉奇怪。,"Map121.json,events,3,pages,2,list,68,parameters,0"
冰凉的手的凉意与狐耳的温暖同时传来,"Map121.json,events,3,pages,2,list,69,parameters,0"
反而狐耳变得冰凉。,"Map121.json,events,3,pages,2,list,70,parameters,0"
尾巴也是一样。,"Map121.json,events,3,pages,2,list,73,parameters,0"
摸着毛茸茸的尾巴，用冰冷的手触摸,"Map121.json,events,3,pages,2,list,74,parameters,0"
一瞬间，有一种寒意传遍背脊。,"Map121.json,events,3,pages,2,list,75,parameters,0"
……果然很敏感吗？,"Map121.json,events,3,pages,2,list,76,parameters,0"
尾巴也是一样。,"Map121.json,events,3,pages,2,list,80,parameters,0"
摸着毛茸茸的尾巴，用冰冷的手触摸,"Map121.json,events,3,pages,2,list,81,parameters,0"
一瞬间，有一种寒意传遍背脊。,"Map121.json,events,3,pages,2,list,82,parameters,0"
……难道很敏感吗？,"Map121.json,events,3,pages,2,list,83,parameters,0"
俯视身体，看到了漂亮的双胸。,"Map121.json,events,3,pages,2,list,88,parameters,0"
大小让正下方难以看清。,"Map121.json,events,3,pages,2,list,89,parameters,0"
用手夹住那双胸，或者轻轻触摸,"Map121.json,events,3,pages,2,list,90,parameters,0"
稍微用力揉捏。,"Map121.json,events,3,pages,2,list,91,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,2,list,93,parameters,0"
「呜呜……好大，好软。,"Map121.json,events,3,pages,2,list,94,parameters,0"
而且比刚才还重」,"Map121.json,events,3,pages,2,list,95,parameters,0"
刚才。,"Map121.json,events,3,pages,2,list,98,parameters,0"
那是她输给那个植物之后。,"Map121.json,events,3,pages,2,list,99,parameters,0"
只是装饰而已的它现在感觉到了重量。,"Map121.json,events,3,pages,2,list,100,parameters,0"
刚才。,"Map121.json,events,3,pages,2,list,105,parameters,0"
那是在那里游泳之后。,"Map121.json,events,3,pages,2,list,106,parameters,0"
只是装饰而已的它现在感觉到了重量。,"Map121.json,events,3,pages,2,list,107,parameters,0"
刚才。,"Map121.json,events,3,pages,2,list,111,parameters,0"
与刚穿上皮相比。,"Map121.json,events,3,pages,2,list,112,parameters,0"
只是装饰而已的它现在感觉到了重量。,"Map121.json,events,3,pages,2,list,113,parameters,0"
胸部丰满的女性会感到肩膀酸痛。,"Map121.json,events,3,pages,2,list,119,parameters,0"
实际上，我认识的女冒险家就说过这样的话。,"Map121.json,events,3,pages,2,list,120,parameters,0"
……没想到自己会有这种体验。,"Map121.json,events,3,pages,2,list,121,parameters,0"
这样的重量，动起来也是一件苦差事。,"Map121.json,events,3,pages,2,list,123,parameters,0"
而且，如果穿着这个样子在街上走,"Map121.json,events,3,pages,2,list,124,parameters,0"
肯定会引起所有人的注意。,"Map121.json,events,3,pages,2,list,125,parameters,0"
这就是说，这个胸部充满了梦想……\.\.可能吧。,"Map121.json,events,3,pages,2,list,126,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,2,list,128,parameters,0"
「这种东西不应该是我所拥有的」,"Map121.json,events,3,pages,2,list,129,parameters,0"
透过镜子凝视下半身。,"Map121.json,events,3,pages,2,list,132,parameters,0"
内侧腿部被高筒袜包裹着。,"Map121.json,events,3,pages,2,list,133,parameters,0"
如果是男性，一定想要夹在其中。想要触摸。,"Map121.json,events,3,pages,2,list,134,parameters,0"
特别是前垂部分非常敏感。,"Map121.json,events,3,pages,2,list,135,parameters,0"
匆忙地用拳头轻轻按住前垂。,"Map121.json,events,3,pages,2,list,137,parameters,0"
\!……那里没有，多年来熟悉的东西。,"Map121.json,events,3,pages,2,list,138,parameters,0"
轻轻地划过……。作为女性理所当然。,"Map121.json,events,3,pages,2,list,139,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,2,list,142,parameters,0"
比刚穿上时感觉淡薄了」,"Map121.json,events,3,pages,2,list,144,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,2,list,149,parameters,0"
比刚穿上时感觉淡薄了」,"Map121.json,events,3,pages,2,list,151,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,2,list,155,parameters,0"
比刚穿上时感觉淡薄了……？」,"Map121.json,events,3,pages,2,list,157,parameters,0"
触摸不到，但在身体内部是存在的。,"Map121.json,events,3,pages,2,list,163,parameters,0"
但与以前相比明显减少了，变小了。,"Map121.json,events,3,pages,2,list,164,parameters,0"
只是空洞地划过。,"Map121.json,events,3,pages,2,list,165,parameters,0"
\C[27]清彦,"Map121.json,events,3,pages,2,list,168,parameters,0"
「里面到底是怎么样的」,"Map121.json,events,3,pages,2,list,169,parameters,0"
『里面』指的不是身体内部。,"Map121.json,events,3,pages,2,list,171,parameters,0"
指的是前垂的内部。,"Map121.json,events,3,pages,2,list,172,parameters,0"
通风良好的部分的内部。,"Map121.json,events,3,pages,2,list,173,parameters,0"
稍微掀开就会被认为是大多数人穿的那个。,"Map121.json,events,3,pages,2,list,174,parameters,0"
之前因为变化太大而惊讶，没有时间去看……现在的话。,"Map121.json,events,3,pages,2,list,177,parameters,0"
\!轻轻地掀开――。,"Map121.json,events,3,pages,2,list,178,parameters,0"
那也就意味着自己穿着异性的内衣。,"Map121.json,events,3,pages,2,list,182,parameters,0"
