大妖狐大人,"Map182.json,events,1,name"
生活环境也和我们很不一样」,"Map182.json,events,2,pages,0,list,84,parameters,0"
费尔,"Map182.json,events,2,pages,0,list,88,parameters,0"
「虽然不能和清香一起住有点遗憾,"Map182.json,events,2,pages,0,list,89,parameters,0"
但是住在大妖狐家里,"Map182.json,events,2,pages,0,list,90,parameters,0"
随时都能见面真是太开心了」,"Map182.json,events,2,pages,0,list,91,parameters,0"
妹吸血姬,"Map182.json,events,2,pages,0,list,96,parameters,0"
「（听不懂他们在说什么）」,"Map182.json,events,2,pages,0,list,97,parameters,0"
吸血姬,"Map182.json,events,2,pages,0,list,101,parameters,0"
「妹妹你也可以住在我的家里哦？,"Map182.json,events,2,pages,0,list,102,parameters,0"
毕竟你也参加了魔物娘集会」,"Map182.json,events,2,pages,0,list,103,parameters,0"
妹吸血姬,"Map182.json,events,2,pages,0,list,108,parameters,0"
「我……不，我（わたし）是花店的，所以绝对不行！,"Map182.json,events,2,pages,0,list,109,parameters,0"
\!啊啊……为什么要靠近那个府邸。,"Map182.json,events,2,pages,0,list,110,parameters,0"
如果老实点，就不会变成这样了」,"Map182.json,events,2,pages,0,list,111,parameters,0"
吸血姬,"Map182.json,events,2,pages,0,list,114,parameters,0"
「是吗？,"Map182.json,events,2,pages,0,list,115,parameters,0"
妾身（わたくし）随时等着你哦。,"Map182.json,events,2,pages,0,list,116,parameters,0"
想一起度过夜晚呢……♡」,"Map182.json,events,2,pages,0,list,117,parameters,0"
妹吸血姬,"Map182.json,events,2,pages,0,list,121,parameters,0"
「（绝对不去）」,"Map182.json,events,2,pages,0,list,122,parameters,0"
妖狐,"Map182.json,events,2,pages,0,list,127,parameters,0"
「咕……。,"Map182.json,events,2,pages,0,list,128,parameters,0"
大妖狐，这件衣服很不方便动。,"Map182.json,events,2,pages,0,list,129,parameters,0"
有没有办法……？」,"Map182.json,events,2,pages,0,list,130,parameters,0"
大妖狐,"Map182.json,events,2,pages,0,list,134,parameters,0"
「习惯就好♪,"Map182.json,events,2,pages,0,list,135,parameters,0"
快点，饭还没做好呢。,"Map182.json,events,2,pages,0,list,136,parameters,0"
要学会家务饭菜哦？」,"Map182.json,events,2,pages,0,list,137,parameters,0"
妖狐,"Map182.json,events,2,pages,0,list,140,parameters,0"
「我可不是为了这种事情而来的」,"Map182.json,events,2,pages,0,list,141,parameters,0"
大妖狐,"Map182.json,events,2,pages,0,list,143,parameters,0"
「对不起……？,"Map182.json,events,2,pages,0,list,144,parameters,0"
但是，变成魔物娘之后，可以进行,"Map182.json,events,2,pages,0,list,145,parameters,0"
很多关于魔物娘的研究哦？也能听到很多故事」,"Map182.json,events,2,pages,0,list,146,parameters,0"
妖狐,"Map182.json,events,2,pages,0,list,148,parameters,0"
「是吗……。,"Map182.json,events,2,pages,0,list,149,parameters,0"
知道了，我会尽力的」,"Map182.json,events,2,pages,0,list,150,parameters,0"
大妖狐,"Map182.json,events,2,pages,0,list,152,parameters,0"
「嗯嗯♪,"Map182.json,events,2,pages,0,list,153,parameters,0"
那么，准备好饭菜了」,"Map182.json,events,2,pages,0,list,154,parameters,0"
龙娘,"Map182.json,events,2,pages,0,list,161,parameters,0"
「啊，对了。,"Map182.json,events,2,pages,0,list,162,parameters,0"
绑架清香和费尔的男人们,"Map182.json,events,2,pages,0,list,163,parameters,0"
全都被逮捕了。似乎很快就要开庭了」,"Map182.json,events,2,pages,0,list,164,parameters,0"
审判。,"Map182.json,events,2,pages,0,list,168,parameters,0"
\!虽然她也想去看看，但魔物娘集会的成员,"Map182.json,events,2,pages,0,list,169,parameters,0"
基本上不会涉及人类的事情。,"Map182.json,events,2,pages,0,list,170,parameters,0"
所以，只能听取过程报告。,"Map182.json,events,2,pages,0,list,172,parameters,0"
……如果以某种方式宣告无罪,"Map182.json,events,2,pages,0,list,173,parameters,0"
大家会采取什么样的态度呢。,"Map182.json,events,2,pages,0,list,174,parameters,0"
吸血姬,"Map182.json,events,2,pages,0,list,178,parameters,0"
「是啊。,"Map182.json,events,2,pages,0,list,179,parameters,0"
到底会判决什么呢……。,"Map182.json,events,2,pages,0,list,180,parameters,0"
可能还有其他罪行，应该是极刑吧」,"Map182.json,events,2,pages,0,list,181,parameters,0"
龙娘,"Map182.json,events,2,pages,0,list,183,parameters,0"
「如果再对我的女儿们做坏事……。,"Map182.json,events,2,pages,0,list,184,parameters,0"
我也会全力以赴对抗的」,"Map182.json,events,2,pages,0,list,185,parameters,0"
\C[27]清香,"Map182.json,events,2,pages,0,list,189,parameters,0"
「（那个时候她并不是认真的……）」,"Map182.json,events,2,pages,0,list,190,parameters,0"
正面的费尔肯定也在想同样的事情。,"Map182.json,events,2,pages,0,list,192,parameters,0"
以无法追踪的速度击败男人们的龙娘。,"Map182.json,events,2,pages,0,list,193,parameters,0"
如果那是手下留情的话……那么她认真起来,"Map182.json,events,2,pages,0,list,194,parameters,0"
会变成什么样子呢。,"Map182.json,events,2,pages,0,list,195,parameters,0"
她拍了拍她的头，表示要保护她。,"Map182.json,events,2,pages,0,list,198,parameters,0"
虽然能得到保护是令人感激的……。,"Map182.json,events,2,pages,0,list,199,parameters,0"
\C[27]清香,"Map182.json,events,2,pages,0,list,202,parameters,0"
「嘿，\.\.\.\.\C[18]妈妈\C[27]」,"Map182.json,events,2,pages,0,list,203,parameters,0"
龙娘,"Map182.json,events,2,pages,0,list,206,parameters,0"
「嗯？」,"Map182.json,events,2,pages,0,list,207,parameters,0"
\C[27]清香,"Map182.json,events,2,pages,0,list,217,parameters,0"
「现在有点害羞了，可以下来吗？」,"Map182.json,events,2,pages,0,list,218,parameters,0"
龙娘,"Map182.json,events,2,pages,0,list,220,parameters,0"
「不行，不可以。,"Map182.json,events,2,pages,0,list,221,parameters,0"
暂时还是坐在我膝盖上吧」,"Map182.json,events,2,pages,0,list,222,parameters,0"
\C[27]清香,"Map182.json,events,2,pages,0,list,224,parameters,0"
「嗯……」,"Map182.json,events,2,pages,0,list,225,parameters,0"
虽然害羞……,"Map182.json,events,2,pages,0,list,229,parameters,0"
……但她最近最喜欢的地方就是这里。,"Map182.json,events,2,pages,0,list,230,parameters,0"
感受到妈妈的体温在背后,"Map182.json,events,2,pages,0,list,232,parameters,0"
心里暖洋洋的，非常安心。,"Map182.json,events,2,pages,0,list,233,parameters,0"
就像是思念妈妈的小女孩一样。,"Map182.json,events,2,pages,0,list,234,parameters,0"
现在虽然不会，但以前也会在膝盖上露出笑容。,"Map182.json,events,2,pages,0,list,235,parameters,0"
虽然还记得清彦的记忆,"Map182.json,events,2,pages,0,list,237,parameters,0"
但心灵渐渐被清香所填满。,"Map182.json,events,2,pages,0,list,238,parameters,0"
变成清香，已经没有抵抗感了。,"Map182.json,events,2,pages,0,list,239,parameters,0"
龙娘,"Map182.json,events,2,pages,0,list,242,parameters,0"
「我好喜欢你～清香？」,"Map182.json,events,2,pages,0,list,243,parameters,0"
\C[27]清香,"Map182.json,events,2,pages,0,list,245,parameters,0"
「……我也是」,"Map182.json,events,2,pages,0,list,246,parameters,0"
吸血姬,"Map182.json,events,2,pages,0,list,248,parameters,0"
「真是个溺爱孩子的家伙呢」,"Map182.json,events,2,pages,0,list,249,parameters,0"
妹吸血姬,"Map182.json,events,2,pages,0,list,251,parameters,0"
「（真是个溺爱孩子的家伙呢）」,"Map182.json,events,2,pages,0,list,252,parameters,0"
菲尔,"Map182.json,events,2,pages,0,list,254,parameters,0"
「（真好啊）」,"Map182.json,events,2,pages,0,list,255,parameters,0"
妖狐,"Map182.json,events,2,pages,0,list,257,parameters,0"
「（魔物娘的亲子关系和人类并没有太大区别啊）」,"Map182.json,events,2,pages,0,list,258,parameters,0"
大妖狐,"Map182.json,events,2,pages,0,list,260,parameters,0"
「……呵呵♪」,"Map182.json,events,2,pages,0,list,261,parameters,0"
ED24.母与女儿之二,"Map182.json,events,2,pages,0,list,267,parameters,0"
姐姐,"Map182.json,events,3,name"
妈妈,"Map182.json,events,4,name"
妹妹,"Map182.json,events,5,name"
眷属小姐,"Map182.json,events,6,name"
妖精小姐,"Map182.json,events,7,name"
