大妖狐大人,"Map118.json,events,1,name"
但不是。它又薄又薄的……。,"Map118.json,events,2,pages,0,list,124,parameters,0"
大妖狐本人变成了像压缩衣物一样的东西。,"Map118.json,events,2,pages,0,list,125,parameters,0"
大妖狐拿着这样薄薄的东西。,"Map118.json,events,2,pages,0,list,127,parameters,0"
对于这个意义不明的事情，他只能感到困惑。,"Map118.json,events,2,pages,0,list,128,parameters,0"
大妖狐,"Map118.json,events,2,pages,0,list,130,parameters,0"
“厉害吧？,"Map118.json,events,2,pages,0,list,131,parameters,0"
用我的\C[18]魔力\C[0]制作的，我的装扮……或者说\!,"Map118.json,events,2,pages,0,list,132,parameters,0"
我的\C[18]皮肤\C[0]比较好吗？”,"Map118.json,events,2,pages,0,list,133,parameters,0"
清彦,"Map118.json,events,2,pages,0,list,135,parameters,0"
“装扮……或者说……皮肤？”,"Map118.json,events,2,pages,0,list,136,parameters,0"
大妖狐,"Map118.json,events,2,pages,0,list,138,parameters,0"
“对，皮肤。”,"Map118.json,events,2,pages,0,list,139,parameters,0"
然后，大妖狐拿着那样的皮肤，靠近他。,"Map118.json,events,2,pages,0,list,141,parameters,0"
被一个拥有丰满身体的女性靠近，不会心跳加速吗。,"Map118.json,events,2,pages,0,list,142,parameters,0"
他原本坐着，不知不觉站了起来，退后。,"Map118.json,events,2,pages,0,list,143,parameters,0"
清彦,"Map118.json,events,2,pages,0,list,146,parameters,0"
“……那个。,"Map118.json,events,2,pages,0,list,147,parameters,0"
你要怎么处理那个皮肤？”,"Map118.json,events,2,pages,0,list,148,parameters,0"
大妖狐,"Map118.json,events,2,pages,0,list,150,parameters,0"
“让你穿上它♪”,"Map118.json,events,2,pages,0,list,151,parameters,0"
清彦,"Map118.json,events,2,pages,0,list,158,parameters,0"
“什么？”,"Map118.json,events,2,pages,0,list,159,parameters,0"
再次无法理解。\.\.\.,"Map118.json,events,2,pages,0,list,161,parameters,0"
穿这个？怎么穿？,"Map118.json,events,2,pages,0,list,162,parameters,0"
更重要的是，这个能穿吗？？？\.\.\.,"Map118.json,events,2,pages,0,list,163,parameters,0"
各种疑问在脑海中涌动。,"Map118.json,events,2,pages,0,list,164,parameters,0"
大妖狐,"Map118.json,events,2,pages,0,list,166,parameters,0"
“穿上这个……。,"Map118.json,events,2,pages,0,list,167,parameters,0"
只需要完成我准备的游戏就行了。”,"Map118.json,events,2,pages,0,list,168,parameters,0"
大妖狐,"Map118.json,events,2,pages,0,list,170,parameters,0"
“这个皮肤在\C[18]实验阶段不知道会发生什么\C[0],"Map118.json,events,2,pages,0,list,171,parameters,0"
但是不会死！你迟早能逃出去。,"Map118.json,events,2,pages,0,list,172,parameters,0"
结束后可以\C[18]脱下来\C[0]，请放心。”,"Map118.json,events,2,pages,0,list,173,parameters,0"
清彦,"Map118.json,events,2,pages,0,list,176,parameters,0"
“这……这就是两个条件吗？”,"Map118.json,events,2,pages,0,list,177,parameters,0"
终于明白了。,"Map118.json,events,2,pages,0,list,179,parameters,0"
大妖狐一边笑嘻嘻地拿着皮肤。,"Map118.json,events,2,pages,0,list,180,parameters,0"
看着她，他陷入了沉思。,"Map118.json,events,2,pages,0,list,181,parameters,0"
大妖狐,"Map118.json,events,2,pages,0,list,183,parameters,0"
“嗯♪,"Map118.json,events,2,pages,0,list,184,parameters,0"
不会强迫你哦？,"Map118.json,events,2,pages,0,list,185,parameters,0"
好好考虑一下吧？”,"Map118.json,events,2,pages,0,list,186,parameters,0"
清彦,"Map118.json,events,2,pages,0,list,189,parameters,0"
“（只要穿上，完成所谓的游戏。,"Map118.json,events,2,pages,0,list,190,parameters,0"
这样就能得到那把短刀。,"Map118.json,events,2,pages,0,list,191,parameters,0"
但是……实验阶段吗）”,"Map118.json,events,2,pages,0,list,192,parameters,0"
是拍卖呢……还是直接与债权人交涉呢。,"Map118.json,events,2,pages,0,list,194,parameters,0"
有着足够价值的东西。,"Map118.json,events,2,pages,0,list,195,parameters,0"
那把短刀具有如此价值。,"Map118.json,events,2,pages,0,list,196,parameters,0"
用魔力制作的武器，具有如此魅力。,"Map118.json,events,2,pages,0,list,198,parameters,0"
需要使用经过数十年、数百年的魔力铁,"Map118.json,events,2,pages,0,list,199,parameters,0"
由工匠精心制作的精细之物。,"Map118.json,events,2,pages,0,list,200,parameters,0"
清彦,"Map118.json,events,2,pages,0,list,202,parameters,0"
“（是值得一试的。,"Map118.json,events,2,pages,0,list,203,parameters,0"
希望她不是在骗我。,"Map118.json,events,2,pages,0,list,204,parameters,0"
那么……该怎么办呢）”,"Map118.json,events,2,pages,0,list,205,parameters,0"
试试看挑战吧,"Map118.json,events,2,pages,0,list,206,parameters,0,0"
请给我一点时间考虑,"Map118.json,events,2,pages,0,list,206,parameters,0,1"
试试看挑战吧,"Map118.json,events,2,pages,0,list,207,parameters,1"
清彦,"Map118.json,events,2,pages,0,list,210,parameters,0"
「（穿上那件皮衣，只是完成一项表演而已。,"Map118.json,events,2,pages,0,list,211,parameters,0"
虽然感觉像是穿女装一样让人害羞，,"Map118.json,events,2,pages,0,list,212,parameters,0"
但其实和穿着兽装没有任何区别）」,"Map118.json,events,2,pages,0,list,213,parameters,0"
体格完全不同……,"Map118.json,events,2,pages,0,list,215,parameters,0"
但应该是注入了能够穿上的魔力。,"Map118.json,events,2,pages,0,list,216,parameters,0"
而且，只要脱下来就能恢复原样。,"Map118.json,events,2,pages,0,list,217,parameters,0"
那么……值得冒险一试。,"Map118.json,events,2,pages,0,list,219,parameters,0"
不付出努力，怎么能赚到钱呢！,"Map118.json,events,2,pages,0,list,220,parameters,0"
清彦,"Map118.json,events,2,pages,0,list,222,parameters,0"
「我明白了，请多关照」,"Map118.json,events,2,pages,0,list,223,parameters,0"
大妖狐,"Map118.json,events,2,pages,0,list,226,parameters,0"
「真的吗？,"Map118.json,events,2,pages,0,list,227,parameters,0"
太好了～♪那么，马上换衣服吧。,"Map118.json,events,2,pages,0,list,228,parameters,0"
可以脱掉盔甲吗？」,"Map118.json,events,2,pages,0,list,229,parameters,0"
请给我一点时间考虑,"Map118.json,events,2,pages,0,list,236,parameters,1"
清彦,"Map118.json,events,2,pages,0,list,238,parameters,0"
「对不起，请给我一点时间考虑」,"Map118.json,events,2,pages,0,list,239,parameters,0"
大妖狐,"Map118.json,events,2,pages,0,list,241,parameters,0"
「是吗？我随时等你哦」,"Map118.json,events,2,pages,0,list,242,parameters,0"
刀,"Map118.json,events,3,name"
成为终点,"Map118.json,events,4,name"
