大妖狐大人,"Map259.json,events,1,name"
所以突然被背后袭击，被杀掉是绝对不会发生的。,"Map259.json,events,2,pages,0,list,112,parameters,0"
\C[27]清彦,"Map259.json,events,2,pages,0,list,117,parameters,0"
「（所以冷静下来。,"Map259.json,events,2,pages,0,list,118,parameters,0"
不要颤抖，冷静下来。冷静……）」,"Map259.json,events,2,pages,0,list,119,parameters,0"
大妖狐,"Map259.json,events,2,pages,0,list,125,parameters,0"
「我要开始了♡」,"Map259.json,events,2,pages,0,list,126,parameters,0"
被背后用手臂束缚住，后脑勺被柔软的东西碰到。,"Map259.json,events,2,pages,0,list,128,parameters,0"
隐约听到柔软女性的声音从她的狐耳里传来。,"Map259.json,events,2,pages,0,list,129,parameters,0"
就在我以为的时候――。,"Map259.json,events,2,pages,0,list,130,parameters,0"
「啊呜♡」\!,"Map259.json,events,2,pages,0,list,135,parameters,0"
大妖狐小声地说道。,"Map259.json,events,2,pages,0,list,136,parameters,0"
开始在左耳内侧……咬了起来。,"Map259.json,events,2,pages,0,list,137,parameters,0"
大妖狐洁白而整齐的牙齿多次接触她的耳朵。,"Map259.json,events,2,pages,0,list,140,parameters,0"
\!在那绝妙的咬合下，力量消失了。,"Map259.json,events,2,pages,0,list,141,parameters,0"
没有刺痛的快感。,"Map259.json,events,2,pages,0,list,142,parameters,0"
从狐耳中散发出一种说不出的小东西。,"Map259.json,events,2,pages,0,list,143,parameters,0"
耳朵内侧，外侧。,"Map259.json,events,2,pages,0,list,145,parameters,0"
有时温柔，有时强烈。,"Map259.json,events,2,pages,0,list,146,parameters,0"
行动的人知道狐狸是什么。,"Map259.json,events,2,pages,0,list,147,parameters,0"
\C[27]清彦,"Map259.json,events,2,pages,0,list,149,parameters,0"
「（不、不行。力量……！）」,"Map259.json,events,2,pages,0,list,150,parameters,0"
动物在展示上下关系时，会进行甘咬。,"Map259.json,events,2,pages,0,list,152,parameters,0"
当然，上面的动物是咬的一方。,"Map259.json,events,2,pages,0,list,153,parameters,0"
被咬的一方……当然是下面。,"Map259.json,events,2,pages,0,list,154,parameters,0"
狐是孤独的，所以这种事情应该是不可能发生的。,"Map259.json,events,2,pages,0,list,156,parameters,0"
这个甜蜜的咬痕，是大妖狐对她的宣告吗？,"Map259.json,events,2,pages,0,list,157,parameters,0"
『你是我的』『你是我的女儿……侍从』,"Map259.json,events,2,pages,0,list,158,parameters,0"
她已经没有别的选择了吧……？,"Map259.json,events,2,pages,0,list,159,parameters,0"
\C[27]清彦,"Map259.json,events,2,pages,0,list,162,parameters,0"
「（呃……！）,"Map259.json,events,2,pages,0,list,163,parameters,0"
不、不行。离开……！」,"Map259.json,events,2,pages,0,list,164,parameters,0"
开始被咬，最强烈的甜蜜麻痹。\!,"Map259.json,events,2,pages,0,list,166,parameters,0"
这里是你最敏感的地方吗？大妖狐似乎特别注重咬这里。,"Map259.json,events,2,pages,0,list,167,parameters,0"
\C[27]嗯啊……♡,"Map259.json,events,2,pages,0,list,170,parameters,0"
\C[27]啊啊啊啊啊♡♡♡,"Map259.json,events,2,pages,0,list,176,parameters,0"
颤抖！她的身体剧烈地颤抖着,"Map259.json,events,2,pages,0,list,182,parameters,0"
她的身体软绵绵地倒在一边。,"Map259.json,events,2,pages,0,list,183,parameters,0"
看到这样的她，大妖狐凝视着她躺在那里,"Map259.json,events,2,pages,0,list,185,parameters,0"
擦去流下的口水，双手交叉，静静地闭上眼睛。,"Map259.json,events,2,pages,0,list,186,parameters,0"
大妖狐,"Map259.json,events,2,pages,0,list,188,parameters,0"
「咕噜噜。\!,"Map259.json,events,2,pages,0,list,189,parameters,0"
妖狐酱的耳朵，谢谢你的款待♪」,"Map259.json,events,2,pages,0,list,190,parameters,0"
这句话，清彦本人并没有听到……。,"Map259.json,events,2,pages,0,list,192,parameters,0"
大妖狐坐在那里，力量似乎消失了。,"Map259.json,events,2,pages,1,list,13,parameters,0"
呼吸声很有风度，也很性感。,"Map259.json,events,2,pages,1,list,14,parameters,0"
大妖狐,"Map259.json,events,2,pages,1,list,17,parameters,0"
「好好地攻击了弱点呢。,"Map259.json,events,2,pages,1,list,18,parameters,0"
嗯……没想到会被看穿呢」,"Map259.json,events,2,pages,1,list,19,parameters,0"
\C[27]清彦,"Map259.json,events,2,pages,1,list,22,parameters,0"
「如果不是耳朵的话,"Map259.json,events,2,pages,1,list,23,parameters,0"
会变成什么样子呢，我不知道……。,"Map259.json,events,2,pages,1,list,24,parameters,0"
我在高速移动的瞬间转身了」,"Map259.json,events,2,pages,1,list,25,parameters,0"
大妖狐,"Map259.json,events,2,pages,1,list,27,parameters,0"
「是不是应该从背后正面进攻呢？,"Map259.json,events,2,pages,1,list,28,parameters,0"
无论如何都是事后诸葛亮吧……？」,"Map259.json,events,2,pages,1,list,29,parameters,0"
大妖狐,"Map259.json,events,2,pages,1,list,31,parameters,0"
「不管怎样，清彦君赢了！,"Map259.json,events,2,pages,1,list,32,parameters,0"
代我向外面的我问好♪」,"Map259.json,events,2,pages,1,list,33,parameters,0"
眼前一片白色，变得一片黑暗。,"Map259.json,events,2,pages,1,list,39,parameters,0"
外面的大妖狐和这里的大妖狐，果然是不同的人吗！？,"Map259.json,events,2,pages,1,list,40,parameters,0"
她这样想着，就任由自己。,"Map259.json,events,2,pages,1,list,41,parameters,0"
一开始还不知道会怎样。,"Map259.json,events,2,pages,1,list,43,parameters,0"
被穿上奇怪的皮……发生了很多事情。,"Map259.json,events,2,pages,1,list,44,parameters,0"
现在要脱下皮，拿到宝物，离开魔物女孩岛。,"Map259.json,events,2,pages,1,list,46,parameters,0"
卖掉短刀，可以得到相当多的钱。,"Map259.json,events,2,pages,1,list,47,parameters,0"
来到这个岛上并没有错。,"Map259.json,events,2,pages,1,list,48,parameters,0"
经历了很多艰辛……。,"Map259.json,events,2,pages,1,list,49,parameters,0"
大妖狐,"Map259.json,events,2,pages,1,list,69,parameters,0"
「看～这里♪,"Map259.json,events,2,pages,1,list,70,parameters,0"
揉揉胸部～♪」,"Map259.json,events,2,pages,1,list,71,parameters,0"
\C[27]清彦,"Map259.json,events,2,pages,1,list,73,parameters,0"
「啊……♡\!？」,"Map259.json,events,2,pages,1,list,74,parameters,0"
虽然是不可抗力，但还是触碰到了胸部，注意力被打断了。,"Map259.json,events,2,pages,1,list,76,parameters,0"
大妖狐并没有放过这个机会。,"Map259.json,events,2,pages,1,list,77,parameters,0"
以比刚才更快的速度绕到背后,"Map259.json,events,2,pages,1,list,79,parameters,0"
当意识到时,"Map259.json,events,2,pages,1,list,80,parameters,0"
\C[27]自己\C[0]的柔软胸部已经被揉弄着。,"Map259.json,events,2,pages,1,list,81,parameters,0"
大妖狐的手指深入胸部，使其形状发生了巨大变化。,"Map259.json,events,2,pages,1,list,83,parameters,0"
因为皮肤被拉扯，有点疼。,"Map259.json,events,2,pages,1,list,84,parameters,0"
但大妖狐的力量掌握得很好，可以抬起整个胸部,"Map259.json,events,2,pages,1,list,85,parameters,0"
揉捏它，甚至戏弄乳头……。,"Map259.json,events,2,pages,1,list,86,parameters,0"
大妖狐自己也毫不客气地将自己的大胸部压在上面。,"Map259.json,events,2,pages,1,list,88,parameters,0"
对于这种未知的事情，她束手无策。,"Map259.json,events,2,pages,1,list,89,parameters,0"
她挣扎着摆脱。,"Map259.json,events,2,pages,1,list,91,parameters,0"
但是大妖狐的手让她感到快感，力量逐渐消失。,"Map259.json,events,2,pages,1,list,92,parameters,0"
仿佛她知道如果触碰她的哪里，她会有什么感觉……。,"Map259.json,events,2,pages,1,list,93,parameters,0"
大妖狐,"Map259.json,events,2,pages,1,list,97,parameters,0"
「好可爱♪,"Map259.json,events,2,pages,1,list,98,parameters,0"
嗯嗯……那边的感觉如何？」,"Map259.json,events,2,pages,1,list,99,parameters,0"
\C[27]那、那里——！\!\C[0],"Map259.json,events,2,pages,1,list,103,parameters,0"
当她想说出那句话时,"Map259.json,events,2,pages,1,list,104,parameters,0"
她发出了无法成声的声音。,"Map259.json,events,2,pages,1,list,105,parameters,0"
最薄弱的地方，最敏感的地方。,"Map259.json,events,2,pages,1,list,107,parameters,0"
这件衣服能在一瞬间伸手到达这里，真是可恨。,"Map259.json,events,2,pages,1,list,108,parameters,0"
穿这个是大妖狐的爱好吗……。,"Map259.json,events,2,pages,1,list,109,parameters,0"
大妖狐,"Map259.json,events,2,pages,2,list,15,parameters,0"
「呜～……。,"Map259.json,events,2,pages,2,list,16,parameters,0"
虽然很认真，但完全失败了」,"Map259.json,events,2,pages,2,list,17,parameters,0"
为什么能赢呢。\!,"Map259.json,events,2,pages,2,list,21,parameters,0"
真的不知道，即使理解了弱点。,"Map259.json,events,2,pages,2,list,22,parameters,0"
本能地身体动了起来，进行反击。,"Map259.json,events,2,pages,2,list,23,parameters,0"
为什么能赢呢。\!,"Map259.json,events,2,pages,2,list,27,parameters,0"
真的不知道，明明连弱点都不了解……。,"Map259.json,events,2,pages,2,list,28,parameters,0"
本能地身体动了起来，进行反击。,"Map259.json,events,2,pages,2,list,29,parameters,0"
能躲开以看不见的速度接近的敌人的攻击吗？,"Map259.json,events,2,pages,2,list,33,parameters,0"
能够通过声音判断敌人的攻击,"Map259.json,events,2,pages,2,list,34,parameters,0"
并且轻松地跳过人并绕到背后,"Map259.json,events,2,pages,2,list,35,parameters,0"
同时轻轻触碰根部着陆，这样做得到吗？,"Map259.json,events,2,pages,2,list,36,parameters,0"
无论如何都是不可能的。不可能。超自然的行为。\!,"Map259.json,events,2,pages,2,list,39,parameters,0"
重新审视自己的身体。,"Map259.json,events,2,pages,2,list,40,parameters,0"
胸部鼓胀，下体感到凉飕飕的。,"Map259.json,events,2,pages,2,list,41,parameters,0"
已经没有平时那种感觉了。,"Map259.json,events,2,pages,2,list,43,parameters,0"
下腹部有一股热气聚集的感觉。,"Map259.json,events,2,pages,2,list,44,parameters,0"
耳朵和尾巴都在颤动。,"Map259.json,events,2,pages,2,list,45,parameters,0"
完全可以说是自己身体的一部分了。,"Map259.json,events,2,pages,2,list,46,parameters,0"
大妖狐,"Map259.json,events,2,pages,2,list,50,parameters,0"
“清彦君……？”,"Map259.json,events,2,pages,2,list,51,parameters,0"
\C[27]清彦,"Map259.json,events,2,pages,2,list,54,parameters,0"
对不起，我在想事情。有什么事吗？”,"Map259.json,events,2,pages,2,list,56,parameters,0"
大妖狐,"Map259.json,events,2,pages,2,list,58,parameters,0"
“虽然发生了很多事情，但我会还给你的。,"Map259.json,events,2,pages,2,list,59,parameters,0"
嗯……我也想让别人享受一下毛茸茸的感觉呢。”,"Map259.json,events,2,pages,2,list,60,parameters,0"
大妖狐,"Map259.json,events,2,pages,2,list,63,parameters,0"
“那么，再见了。,"Map259.json,events,2,pages,2,list,64,parameters,0"
也请代我向那边的我问好～♪”,"Map259.json,events,2,pages,2,list,65,parameters,0"
终于可以回去了。,"Map259.json,events,2,pages,2,list,71,parameters,0"
发生了很多事情……真的是很多事情。,"Map259.json,events,2,pages,2,list,72,parameters,0"
发生了超自然的行为，这也是宝贵的经验。,"Map259.json,events,2,pages,2,list,74,parameters,0"
因为，一旦脱掉就再也无法做出这样的动作了。,"Map259.json,events,2,pages,2,list,75,parameters,0"
如果平时就能做出那样的动作，那就太强大了……,"Map259.json,events,2,pages,2,list,76,parameters,0"
她这样想着。,"Map259.json,events,2,pages,2,list,77,parameters,0"
大妖狐,"Map259.json,events,2,pages,2,list,96,parameters,0"
“好险好险♪,"Map259.json,events,2,pages,2,list,97,parameters,0"
如果被你轻轻触碰根部，我就输了♪”,"Map259.json,events,2,pages,2,list,98,parameters,0"
根部……！但现在可以反击。,"Map259.json,events,2,pages,2,list,100,parameters,0"
再次跳起，等待机会。,"Map259.json,events,2,pages,2,list,101,parameters,0"
\C[27]清彦,"Map259.json,events,2,pages,2,list,106,parameters,0"
“呜啊啊啊啊！？”,"Map259.json,events,2,pages,2,list,107,parameters,0"
大妖狐,"Map259.json,events,2,pages,2,list,110,parameters,0"
“终于，抓住你了♡”,"Map259.json,events,2,pages,2,list,111,parameters,0"
一只魔物娘用双手抱住了敏感的尾巴,"Map259.json,events,2,pages,2,list,113,parameters,0"
紧紧地握住一只魔物娘。,"Map259.json,events,2,pages,2,list,114,parameters,0"
妖狐的尾巴数量决定了每根尾巴有多敏感,"Map259.json,events,2,pages,2,list,115,parameters,0"
而她只有一根，肯定是相当敏感的。,"Map259.json,events,2,pages,2,list,116,parameters,0"
如果皮肤没有这么牢固地附着,"Map259.json,events,2,pages,2,list,118,parameters,0"
即使强行剥离也是可以的。,"Map259.json,events,2,pages,2,list,119,parameters,0"
但是，她已经成为妖狐族中最敏感的一员,"Map259.json,events,2,pages,2,list,120,parameters,0"
她已经无法逃脱了。,"Map259.json,events,2,pages,2,list,121,parameters,0"
大妖狐,"Map259.json,events,2,pages,2,list,124,parameters,0"
“嗯～～～♡\.\.\.,"Map259.json,events,2,pages,2,list,125,parameters,0"
清彦君的尾巴，好毛茸茸～♪,"Map259.json,events,2,pages,2,list,126,parameters,0"
看吧看吧，我抓抓它，好毛茸茸～♪”,"Map259.json,events,2,pages,2,list,127,parameters,0"
\C[27]清彦,"Map259.json,events,2,pages,2,list,129,parameters,0"
“嗯啊……♡,"Map259.json,events,2,pages,2,list,130,parameters,0"
呜……♡不行……♡,"Map259.json,events,2,pages,2,list,131,parameters,0"
可、可恶。这样下去……呀♡”,"Map259.json,events,2,pages,2,list,132,parameters,0"
虽然她是战斗专家,"Map259.json,events,2,pages,2,list,134,parameters,0"
但对于这种事情她并不擅长。完全是个外行人。,"Map259.json,events,2,pages,2,list,135,parameters,0"
这样的外行人怎么可能从专家的手中挣脱出来。,"Map259.json,events,2,pages,2,list,136,parameters,0"
大妖狐,"Map259.json,events,2,pages,2,list,140,parameters,0"
“我要把你缠起来。\!,"Map259.json,events,2,pages,2,list,141,parameters,0"
看看～♡用清彦君的尾巴,"Map259.json,events,2,pages,2,list,142,parameters,0"
做成尾巴围巾♪”,"Map259.json,events,2,pages,2,list,143,parameters,0"
将她的尾巴温柔地做成围巾,"Map259.json,events,2,pages,2,list,148,parameters,0"
一边毛茸茸地，大妖狐取暖。,"Map259.json,events,2,pages,2,list,149,parameters,0"
每次被做成什么东西，她就变得更加敏感,"Map259.json,events,2,pages,2,list,150,parameters,0"
无法停止发出甜美的声音。,"Map259.json,events,2,pages,2,list,151,parameters,0"
大妖狐,"Map259.json,events,2,pages,2,list,153,parameters,0"
“好暖和呢这条围巾。,"Map259.json,events,2,pages,2,list,154,parameters,0"
让我再摸摸～♪”,"Map259.json,events,2,pages,2,list,155,parameters,0"
刷刷刷刷。\!,"Map259.json,events,2,pages,2,list,157,parameters,0"
嘶。\!,"Map259.json,events,2,pages,2,list,158,parameters,0"
嘶。嘶。\!,"Map259.json,events,2,pages,2,list,159,parameters,0"
仿佛能听到这样的效果音，她不断地玩弄着。,"Map259.json,events,2,pages,2,list,160,parameters,0"
大妖狐,"Map259.json,events,2,pages,2,list,162,parameters,0"
“哇～♡\!,"Map259.json,events,2,pages,2,list,163,parameters,0"
尾巴的毛都竖起来了，触感变了。,"Map259.json,events,2,pages,2,list,164,parameters,0"
一次两次受益匪浅♪”,"Map259.json,events,2,pages,2,list,165,parameters,0"
对着竖起的毛发出一口轻轻的气息。,"Map259.json,events,2,pages,2,list,167,parameters,0"
\!然后，\C[27]雌性\C[0]的身体剧烈地颤抖起来――。,"Map259.json,events,2,pages,2,list,168,parameters,0"
\C[27]清彦,"Map259.json,events,2,pages,2,list,174,parameters,0"
“……♡\!呜呜……♡\!,"Map259.json,events,2,pages,2,list,175,parameters,0"
呜呜呜呜呜～～！！！！！！”,"Map259.json,events,2,pages,2,list,176,parameters,0"
大妖狐,"Map259.json,events,2,pages,3,list,14,parameters,0"
「辛苦了。我等着你♪」,"Map259.json,events,2,pages,3,list,15,parameters,0"
\C[27]清彦,"Map259.json,events,2,pages,3,list,28,parameters,0"
「（布局被调整了……？,"Map259.json,events,2,pages,3,list,29,parameters,0"
因为是镜子世界，是吗？）」,"Map259.json,events,2,pages,3,list,30,parameters,0"
大妖狐,"Map259.json,events,2,pages,3,list,32,parameters,0"
“那个，\.\.\.清彦……君？”,"Map259.json,events,2,pages,3,list,33,parameters,0"
大妖狐,"Map259.json,events,2,pages,3,list,36,parameters,0"
“能不能转过身来？,"Map259.json,events,2,pages,3,list,37,parameters,0"
如果我的眼睛没有问题的话……”,"Map259.json,events,2,pages,3,list,38,parameters,0"
\C[27]清彦,"Map259.json,events,2,pages,3,list,40,parameters,0"
我明白了。”,"Map259.json,events,2,pages,3,list,42,parameters,0"
大妖狐,"Map259.json,events,2,pages,3,list,49,parameters,0"
“这个。\.\.\.,"Map259.json,events,2,pages,3,list,50,parameters,0"
不，嗯，稍微。\.\.\.\.,"Map259.json,events,2,pages,3,list,51,parameters,0"
真的不是战斗的时候……”,"Map259.json,events,2,pages,3,list,52,parameters,0"
大妖狐,"Map259.json,events,2,pages,3,list,54,parameters,0"
“清彦君，战斗中止。,"Map259.json,events,2,pages,3,list,55,parameters,0"
赶快让本体的我看看你的背吧？”,"Map259.json,events,2,pages,3,list,56,parameters,0"
\C[27]清彦,"Map259.json,events,2,pages,3,list,61,parameters,0"
「诶...？」,"Map259.json,events,2,pages,3,list,62,parameters,0"
"皮套脱不下来的清彦。
到底，她能复原的日子还会到来吗。","Map259.json,events,2,pages,3,list,70,parameters,1"
大妖狐,"Map259.json,events,2,pages,4,list,15,parameters,0"
「辛苦了。我等着你♪」,"Map259.json,events,2,pages,4,list,16,parameters,0"
\C[27]清彦,"Map259.json,events,2,pages,4,list,18,parameters,0"
“大妖狐小姐。,"Map259.json,events,2,pages,4,list,19,parameters,0"
……不能脱下来，是谎言吗？”,"Map259.json,events,2,pages,4,list,20,parameters,0"
大妖狐,"Map259.json,events,2,pages,4,list,23,parameters,0"
“诶？”,"Map259.json,events,2,pages,4,list,24,parameters,0"
\C[27]清彦,"Map259.json,events,2,pages,4,list,29,parameters,0"
“别装傻！”,"Map259.json,events,2,pages,4,list,30,parameters,0"
被骗也是自己的错。\.\.\.,"Map259.json,events,2,pages,4,list,32,parameters,0"
当冒险家的时候，经常听到这样的话。,"Map259.json,events,2,pages,4,list,33,parameters,0"
我知道这一点。,"Map259.json,events,2,pages,4,list,35,parameters,0"
但是头脑变得情绪化，嘴巴比思考更快。,"Map259.json,events,2,pages,4,list,36,parameters,0"
这也是女性化……魔物娘化的影响吗。,"Map259.json,events,2,pages,4,list,37,parameters,0"
不知为何，眼角也感到热乎乎的。,"Map259.json,events,2,pages,4,list,38,parameters,0"
\C[27]清彦,"Map259.json,events,2,pages,4,list,42,parameters,0"
“请看我的背！拉链……！”,"Map259.json,events,2,pages,4,list,43,parameters,0"
大妖狐,"Map259.json,events,2,pages,4,list,47,parameters,0"
“这……这是……。\.\.\.,"Map259.json,events,2,pages,4,list,48,parameters,0"
这样，\.\.\.\.这种事情”,"Map259.json,events,2,pages,4,list,49,parameters,0"
那种声音听起来并不像是在演戏。,"Map259.json,events,2,pages,4,list,51,parameters,0"
大妖狐真的没有预料到吗。,"Map259.json,events,2,pages,4,list,52,parameters,0"
大妖狐,"Map259.json,events,2,pages,4,list,54,parameters,0"
“小清彦君。,"Map259.json,events,2,pages,4,list,55,parameters,0"
快点出来外面的我看看。,"Map259.json,events,2,pages,4,list,56,parameters,0"
现在就传送过去。”,"Map259.json,events,2,pages,4,list,57,parameters,0"
"皮套脱不下来的清彦。
到底，她能复原的日子还会到来吗。","Map259.json,events,2,pages,4,list,64,parameters,1"
