大妖狐大人,"Map120.json,events,1,name"
\!算了，我已经决定了！,"Map120.json,events,3,pages,0,list,93,parameters,0"
我发誓要做到那个地步。我一定要做到！！！,"Map120.json,events,3,pages,0,list,94,parameters,0"
从右脚穿进去。\.\.\.,"Map120.json,events,3,pages,0,list,100,parameters,0"
里面比想象中要暖和，虽然是薄皮，但有很好的弹性,"Map120.json,events,3,pages,0,list,101,parameters,0"
没有破裂的迹象。,"Map120.json,events,3,pages,0,list,102,parameters,0"
如果用这种材料做衣服，一定会大卖吧？,"Map120.json,events,3,pages,0,list,103,parameters,0"
皮。就像兽装一样，他认为是宽松的。,"Map120.json,events,3,pages,0,list,105,parameters,0"
但事实超出了他的想象。,"Map120.json,events,3,pages,0,list,106,parameters,0"
穿进去的右脚卡住了。\.\.\.,"Map120.json,events,3,pages,0,list,108,parameters,0"
他的身体紧贴着皮衣几秒钟。,"Map120.json,events,3,pages,0,list,109,parameters,0"
在卡住的时候，感觉有些紧。,"Map120.json,events,3,pages,0,list,110,parameters,0"
但是――。,"Map120.json,events,3,pages,0,list,111,parameters,0"
完全贴合的时候，紧绷感逐渐消失了。,"Map120.json,events,3,pages,0,list,113,parameters,0"
虽然还有些紧绷的感觉，但就像皮肤变成了自己的皮肤一样。,"Map120.json,events,3,pages,0,list,114,parameters,0"
右脚被紧紧压缩着，然后奇怪地变得修长。,"Map120.json,events,3,pages,0,list,116,parameters,0"
真是奇怪，不，确切地说是修长而丰满的女性脚。,"Map120.json,events,3,pages,0,list,117,parameters,0"
细细的女性右脚和粗壮的男性左脚。,"Map120.json,events,3,pages,0,list,118,parameters,0"
高度几乎相同，但不平衡感让人感觉要摔倒。,"Map120.json,events,3,pages,0,list,119,parameters,0"
右脚试图变成内八字，,"Map120.json,events,3,pages,0,list,121,parameters,0"
而左脚试图变成螃蟹步，更加不协调。,"Map120.json,events,3,pages,0,list,122,parameters,0"
无视异常现象，匆忙地将左脚也穿过去。,"Map120.json,events,3,pages,0,list,124,parameters,0"
咯吱咯吱地紧密贴合。,"Map120.json,events,3,pages,0,list,125,parameters,0"
像胶水一样黏在一起，融为一体，让人不禁皱起眉头。,"Map120.json,events,3,pages,0,list,126,parameters,0"
大妖狐依然面带微笑。,"Map120.json,events,3,pages,0,list,128,parameters,0"
他的上半身是男性，下半身变成了女性。,"Map120.json,events,3,pages,0,list,129,parameters,0"
虽然应该是穿着名为皮肤的服装，,"Map120.json,events,3,pages,0,list,130,parameters,0"
但自己的下半身却自动变成了内八字，让人感到尴尬。,"Map120.json,events,3,pages,0,list,131,parameters,0"
下体被夹住，更加尴尬。,"Map120.json,events,3,pages,0,list,133,parameters,0"
慢慢地……将皮肤向上提起，,"Map120.json,events,3,pages,0,list,134,parameters,0"
不仅包裹住双脚，还包裹住他的臀部。,"Map120.json,events,3,pages,0,list,135,parameters,0"
当然，松松垮垮的东西也不例外。,"Map120.json,events,3,pages,0,list,136,parameters,0"
喘了口气，,"Map120.json,events,3,pages,0,list,138,parameters,0"
接下来是右手、左手慢慢穿过去。,"Map120.json,events,3,pages,0,list,139,parameters,0"
脸还没有处理，这里是最后一步，不做好会很可怕。,"Map120.json,events,3,pages,0,list,140,parameters,0"
清彦,"Map120.json,events,3,pages,0,list,142,parameters,0"
「咕……！」,"Map120.json,events,3,pages,0,list,143,parameters,0"
下体被压缩，像脚一样。,"Map120.json,events,3,pages,0,list,145,parameters,0"
虽然被压缩，但那个感觉并没有消失。,"Map120.json,events,3,pages,0,list,146,parameters,0"
臀部也变得鼓起，像是被挤压着……。,"Map120.json,events,3,pages,0,list,147,parameters,0"
……包裹住臀部，几秒钟过去了。,"Map120.json,events,3,pages,0,list,149,parameters,0"
紧紧压缩的感觉结束了。,"Map120.json,events,3,pages,0,list,150,parameters,0"
自己的伙伴的感觉仍然留在下半身，,"Map120.json,events,3,pages,0,list,151,parameters,0"
但夹在两条大腿之间的感觉消失了。发生了什么？,"Map120.json,events,3,pages,0,list,152,parameters,0"
呼……稍微喘了口气，,"Map120.json,events,3,pages,0,list,154,parameters,0"
接下来是右臂、左臂，慢慢穿过去。,"Map120.json,events,3,pages,0,list,155,parameters,0"
脸还没有处理，这是最后一步，不能退缩。,"Map120.json,events,3,pages,0,list,156,parameters,0"
大妖狐,"Map120.json,events,3,pages,0,list,158,parameters,0"
「从这里开始我来帮忙♪」,"Map120.json,events,3,pages,0,list,159,parameters,0"
在他想说没关系的时候，,"Map120.json,events,3,pages,0,list,161,parameters,0"
大妖狐已经在帮助他了。,"Map120.json,events,3,pages,0,list,162,parameters,0"
右手、左手都伸得很长，直到最后。,"Map120.json,events,3,pages,0,list,163,parameters,0"
咯。咔～♡就像发出声音一样，,"Map120.json,events,3,pages,0,list,165,parameters,0"
他的双臂迅速被压缩。,"Map120.json,events,3,pages,0,list,166,parameters,0"
虽然应该像拧拧抹布一样扭曲，,"Map120.json,events,3,pages,0,list,167,parameters,0"
但却没有任何疼痛。,"Map120.json,events,3,pages,0,list,168,parameters,0"
悬挂的胸口突然感到沉重。,"Map120.json,events,3,pages,0,list,176,parameters,0"
虽然不是很重，但有一定的重量感。,"Map120.json,events,3,pages,0,list,177,parameters,0"
腹部被绳子紧紧勒住，,"Map120.json,events,3,pages,0,list,178,parameters,0"
瞬间感到一股冲击。,"Map120.json,events,3,pages,0,list,179,parameters,0"
大妖狐,"Map120.json,events,3,pages,0,list,183,parameters,0"
「嗯嗯～♪,"Map120.json,events,3,pages,0,list,184,parameters,0"
差不多结束了吧？」,"Map120.json,events,3,pages,0,list,185,parameters,0"
结束。,"Map120.json,events,3,pages,0,list,187,parameters,0"
那是他颈下最大的空洞。,"Map120.json,events,3,pages,0,list,188,parameters,0"
黑漆漆的入口,"Map120.json,events,3,pages,0,list,189,parameters,0"
看起来像是无法回头的黑暗的引诱。,"Map120.json,events,3,pages,0,list,190,parameters,0"
颈以下完全变成了妖狐。,"Map120.json,events,3,pages,0,list,192,parameters,0"
……还来得及吗？,"Map120.json,events,3,pages,0,list,193,parameters,0"
从内心深处，听到了这样的声音。,"Map120.json,events,3,pages,0,list,194,parameters,0"
不，已经无法后退了。,"Map120.json,events,3,pages,0,list,195,parameters,0"
大妖狐,"Map120.json,events,3,pages,0,list,197,parameters,0"
「那么，开始吧？,"Map120.json,events,3,pages,0,list,198,parameters,0"
小心不要窒息哦♪」,"Map120.json,events,3,pages,0,list,199,parameters,0"
就像被一下子盖上布一样。,"Map120.json,events,3,pages,0,list,205,parameters,0"
一瞬间，他的脸被什么东西覆盖，视野变得漆黑。,"Map120.json,events,3,pages,0,list,206,parameters,0"
整个脸都像被胶水粘在一起，,"Map120.json,events,3,pages,0,list,207,parameters,0"
逐渐渗透到皮肤中，融为一体……。,"Map120.json,events,3,pages,0,list,208,parameters,0"
为了不窒息，我大口地呼吸。,"Map120.json,events,3,pages,0,list,217,parameters,0"
虽然脸被压迫着，但奇怪地还能呼吸。,"Map120.json,events,3,pages,0,list,218,parameters,0"
然而，眼睛睁开却是一片黑暗，,"Map120.json,events,3,pages,0,list,219,parameters,0"
有点恐怖。,"Map120.json,events,3,pages,0,list,220,parameters,0"
大妖狐,"Map120.json,events,3,pages,0,list,223,parameters,0"
「好～的，我来帮你拉上拉链♪」,"Map120.json,events,3,pages,0,list,224,parameters,0"
\C[27]清彦,"Map120.json,events,3,pages,0,list,226,parameters,0"
「咕噫！？」,"Map120.json,events,3,pages,0,list,227,parameters,0"
那种窒息感，还没有结束吗……！？,"Map120.json,events,3,pages,0,list,229,parameters,0"
从腰到后脑勺，紧紧地被困住。,"Map120.json,events,3,pages,0,list,230,parameters,0"
刚觉得肩膀被斜着压进去,"Map120.json,events,3,pages,0,list,231,parameters,0"
胸部就自然地挺了起来。,"Map120.json,events,3,pages,0,list,232,parameters,0"
……就在那时。\.\.\.,"Map120.json,events,3,pages,0,list,235,parameters,0"
脸上的压迫感稍微减轻了一些,"Map120.json,events,3,pages,0,list,236,parameters,0"
眼前渐渐变得清晰起来。\.\.\.,"Map120.json,events,3,pages,0,list,237,parameters,0"
啊，太好了。能看见前方了。,"Map120.json,events,3,pages,0,list,238,parameters,0"
但是……能看见前方，也就是说。,"Map120.json,events,3,pages,0,list,240,parameters,0"
\C[27]清彦,"Map120.json,events,3,pages,0,list,249,parameters,0"
「呜……咕噢……」,"Map120.json,events,3,pages,0,list,250,parameters,0"
全身的压迫感并没有消失。,"Map120.json,events,3,pages,0,list,252,parameters,0"
原本有100的不适感，现在只剩下了40或50。,"Map120.json,events,3,pages,0,list,253,parameters,0"
就像是在铠甲上再套上一层铠甲,"Map120.json,events,3,pages,0,list,254,parameters,0"
让人难以言喻的痛苦，触及到身体的各个部位。,"Map120.json,events,3,pages,0,list,255,parameters,0"
拉扯左大腿的皮肤。\!不痛。\!,"Map120.json,events,3,pages,0,list,257,parameters,0"
扭曲皮肤。\!不痛。\!,"Map120.json,events,3,pages,0,list,258,parameters,0"
拉扯更深层的皮肤。\!身体内部有点痛。\!,"Map120.json,events,3,pages,0,list,259,parameters,0"
感觉到皮肤上被触摸的感觉，也感觉到下面被触摸的感觉。,"Map120.json,events,3,pages,0,list,260,parameters,0"
\C[18]薄薄的皮肤上有自己的皮肤。\C[0]\!,"Map120.json,events,3,pages,0,list,262,parameters,0"
虽然紧紧地，甚至改变了身体的形状,"Map120.json,events,3,pages,0,list,263,parameters,0"
但皮肤表面很柔软，皮肤内部很坚硬。,"Map120.json,events,3,pages,0,list,264,parameters,0"
这是因为性别的不同。,"Map120.json,events,3,pages,0,list,266,parameters,0"
女性的身体柔软，男性的身体坚硬。,"Map120.json,events,3,pages,0,list,267,parameters,0"
因此，不言而喻,"Map120.json,events,3,pages,0,list,268,parameters,0"
名叫清彦的男人牢牢存在于身体的内部。,"Map120.json,events,3,pages,0,list,269,parameters,0"
现在这样就足够了吗。,"Map120.json,events,3,pages,0,list,271,parameters,0"
俯视着，她的乳沟很漂亮……不，应该称她为她。,"Map120.json,events,3,pages,0,list,272,parameters,0"
挡住了她的视野，下方非常难以看清。,"Map120.json,events,3,pages,0,list,273,parameters,0"
大妖狐,"Map120.json,events,3,pages,0,list,275,parameters,0"
「（是因为太紧了吗，半哭半笑的样子好可爱♪,"Map120.json,events,3,pages,0,list,276,parameters,0"
呵呵呵……那种紧绷感,"Map120.json,events,3,pages,0,list,277,parameters,0"
到底只是压迫着你的身体吗？）」,"Map120.json,events,3,pages,0,list,278,parameters,0"
根本没有余裕去对视大妖狐。,"Map120.json,events,3,pages,0,list,281,parameters,0"
只是一直用手拍打着那种窒息感。,"Map120.json,events,3,pages,0,list,282,parameters,0"
摸胸、摸耳朵、摸尾巴,"Map120.json,events,3,pages,0,list,283,parameters,0"
感觉有点中途而废……。,"Map120.json,events,3,pages,0,list,284,parameters,0"
大妖狐,"Map120.json,events,3,pages,0,list,292,parameters,0"
「怎么样？感觉不舒服吗？」,"Map120.json,events,3,pages,0,list,293,parameters,0"
\C[27]清彦,"Map120.json,events,3,pages,0,list,296,parameters,0"
「呃……咕噜……呼吸没问题。,"Map120.json,events,3,pages,0,list,297,parameters,0"
全身被勒得这么紧，一点也不痛。,"Map120.json,events,3,pages,0,list,298,parameters,0"
可……可是，感觉很奇怪」,"Map120.json,events,3,pages,0,list,299,parameters,0"
\C[27]清彦,"Map120.json,events,3,pages,0,list,301,parameters,0"
「感觉……有，又没有。,"Map120.json,events,3,pages,0,list,302,parameters,0"
虽然在这层皮肤下有自己的身体是理所当然的,"Map120.json,events,3,pages,0,list,303,parameters,0"
但那个身体的神经好像有一半麻痹了……」,"Map120.json,events,3,pages,0,list,304,parameters,0"
\C[27]清彦,"Map120.json,events,3,pages,0,list,306,parameters,0"
「感觉就像身体变成了两层。,"Map120.json,events,3,pages,0,list,307,parameters,0"
上面的皮肤和下面的皮肤都有感觉，真是奇怪」,"Map120.json,events,3,pages,0,list,308,parameters,0"
大妖狐,"Map120.json,events,3,pages,0,list,310,parameters,0"
「嗯嗯。,"Map120.json,events,3,pages,0,list,311,parameters,0"
没关系♪虽然现在可能会有些难受,"Map120.json,events,3,pages,0,list,312,parameters,0"
但我觉得很快\C[18]会适应\C[0]的」,"Map120.json,events,3,pages,0,list,313,parameters,0"
哈哈。他用干笑回答。,"Map120.json,events,3,pages,0,list,316,parameters,0"
那个『适应』到底是什么意思呢？,"Map120.json,events,3,pages,0,list,317,parameters,0"
那时的他还不太明白。,"Map120.json,events,3,pages,0,list,318,parameters,0"
\C[27]清彦,"Map120.json,events,3,pages,0,list,338,parameters,0"
「……只需要进入这里吗？,"Map120.json,events,3,pages,0,list,339,parameters,0"
看不到自己的镜子，感觉有点奇怪呢」,"Map120.json,events,3,pages,0,list,340,parameters,0"
大妖狐,"Map120.json,events,3,pages,0,list,343,parameters,0"
「嗯♪,"Map120.json,events,3,pages,0,list,344,parameters,0"
没关系的，虽然有点狭窄,"Map120.json,events,3,pages,0,list,345,parameters,0"
慢慢地从手或脚开始进去看看？」,"Map120.json,events,3,pages,0,list,346,parameters,0"
按照她的话，用变细的右手慢慢触碰镜子。,"Map120.json,events,3,pages,0,list,349,parameters,0"
本以为会留下指纹,"Map120.json,events,3,pages,0,list,350,parameters,0"
结果手却沉入了镜子里。,"Map120.json,events,3,pages,0,list,351,parameters,0"
就像是手触碰水一样……。,"Map120.json,events,3,pages,0,list,352,parameters,0"
到底里面有什么呢？,"Map120.json,events,3,pages,0,list,354,parameters,0"
大妖狐所说的『游乐设施』到底是什么……？,"Map120.json,events,3,pages,0,list,355,parameters,0"
大妖狐,"Map120.json,events,3,pages,0,list,358,parameters,0"
「嘿♪」,"Map120.json,events,3,pages,0,list,359,parameters,0"
\C[27]清彦,"Map120.json,events,3,pages,0,list,368,parameters,0"
「啊！？」,"Map120.json,events,3,pages,0,list,369,parameters,0"
大妖狐不耐烦地推了他一下背。,"Map120.json,events,3,pages,0,list,372,parameters,0"
清彦立刻被镜子吞没，消失不见。,"Map120.json,events,3,pages,0,list,373,parameters,0"
确认他完全消失后,"Map120.json,events,3,pages,0,list,374,parameters,0"
大妖狐悠闲地等待他回来。,"Map120.json,events,3,pages,0,list,375,parameters,0"
他到底会以怎样的方式回来呢？,"Map120.json,events,3,pages,0,list,377,parameters,0"
大妖狐泡了杯绿茶，坐在蒲团上。,"Map120.json,events,3,pages,0,list,378,parameters,0"
被她笑容所吸引,"Map120.json,events,3,pages,0,list,379,parameters,0"
九条毛茸茸的尾巴左右摇摆。,"Map120.json,events,3,pages,0,list,380,parameters,0"
