大妖狐大人,"Map151.json,events,1,name"
\C[27]清彦,"Map151.json,events,1,pages,2,list,1,parameters,0"
「大妖狐小姐，我买了很多油炸豆腐哦」,"Map151.json,events,1,pages,2,list,2,parameters,0"
大妖狐,"Map151.json,events,1,pages,2,list,5,parameters,0"
「诶？,"Map151.json,events,1,pages,2,list,6,parameters,0"
真的！谢谢你，清彦君！」,"Map151.json,events,1,pages,2,list,7,parameters,0"
大妖狐高兴地抱着装满大量油炸豆腐的袋子，,"Map151.json,events,1,pages,2,list,9,parameters,0"
露出了当初她把皮塞给她时的,"Map151.json,events,1,pages,2,list,10,parameters,0"
笑嘻嘻的表情。,"Map151.json,events,1,pages,2,list,11,parameters,0"
大量的尾巴发出沙沙的声音。,"Map151.json,events,1,pages,2,list,12,parameters,0"
大妖狐,"Map151.json,events,1,pages,2,list,14,parameters,0"
「嗯～……烹饪方法让人烦恼啊。,"Map151.json,events,1,pages,2,list,15,parameters,0"
既想吃这个，又想吃那个」,"Map151.json,events,1,pages,2,list,16,parameters,0"
\C[27]清彦,"Map151.json,events,1,pages,2,list,18,parameters,0"
「这些事情我们慢慢考虑吧。,"Map151.json,events,1,pages,2,list,19,parameters,0"
今天就来个油炸豆腐派对吧」,"Map151.json,events,1,pages,2,list,20,parameters,0"
大妖狐,"Map151.json,events,1,pages,2,list,23,parameters,0"
「对呢♪,"Map151.json,events,1,pages,2,list,24,parameters,0"
\!对了……清彦君，去了精灵村了吗？」,"Map151.json,events,1,pages,2,list,25,parameters,0"
\C[27]清彦,"Map151.json,events,1,pages,2,list,27,parameters,0"
「啊。\!,"Map151.json,events,1,pages,2,list,28,parameters,0"
我去了！」,"Map151.json,events,1,pages,2,list,29,parameters,0"
大妖狐,"Map151.json,events,1,pages,3,list,1,parameters,0"
「精灵森林在城镇外的北边。,"Map151.json,events,1,pages,3,list,2,parameters,0"
去村长那里拿东西来吧」,"Map151.json,events,1,pages,3,list,3,parameters,0"
\C[27]清彦,"Map151.json,events,2,pages,0,list,2,parameters,0"
「好了……\.\.\.好的」,"Map151.json,events,2,pages,0,list,3,parameters,0"
\C[27]清彦,"Map151.json,events,2,pages,0,list,7,parameters,0"
「那么，我出门了。,"Map151.json,events,2,pages,0,list,8,parameters,0"
去\C[18]精灵森林\C[27]，拿到交给我的东西,"Map151.json,events,2,pages,0,list,9,parameters,0"
就可以了吧？」,"Map151.json,events,2,pages,0,list,10,parameters,0"
大妖狐,"Map151.json,events,2,pages,0,list,12,parameters,0"
「嗯。\!,"Map151.json,events,2,pages,0,list,13,parameters,0"
那边只能步行才行。,"Map151.json,events,2,pages,0,list,14,parameters,0"
按照魔力的指引，你应该能找到那个地方」,"Map151.json,events,2,pages,0,list,15,parameters,0"
大妖狐,"Map151.json,events,2,pages,0,list,17,parameters,0"
「请代我向村长问好。,"Map151.json,events,2,pages,0,list,18,parameters,0"
我已经告诉他关于清彦君了，所以没问题没问题」,"Map151.json,events,2,pages,0,list,19,parameters,0"
\C[27]清彦,"Map151.json,events,2,pages,0,list,21,parameters,0"
「好的」,"Map151.json,events,2,pages,0,list,22,parameters,0"
大妖狐,"Map151.json,events,2,pages,0,list,24,parameters,0"
「要小心哦～♪」,"Map151.json,events,2,pages,0,list,25,parameters,0"
大妖狐,"Map151.json,events,2,pages,0,list,31,parameters,0"
「对了！\.\.如果你去城里的话,"Map151.json,events,2,pages,0,list,32,parameters,0"
如果能买点点心之类的，我会很高兴的？」,"Map151.json,events,2,pages,0,list,33,parameters,0"
\C[27]清彦,"Map151.json,events,2,pages,2,list,2,parameters,0"
「我回来了」,"Map151.json,events,2,pages,2,list,3,parameters,0"
大妖狐,"Map151.json,events,2,pages,2,list,9,parameters,0"
「辛苦了，清彦君。,"Map151.json,events,2,pages,2,list,10,parameters,0"
那个可以放在那里吗？」,"Map151.json,events,2,pages,2,list,11,parameters,0"
\C[27]清彦,"Map151.json,events,2,pages,2,list,13,parameters,0"
「好的」,"Map151.json,events,2,pages,2,list,14,parameters,0"
\C[27]清彦,"Map151.json,events,2,pages,2,list,21,parameters,0"
「……呼」,"Map151.json,events,2,pages,2,list,22,parameters,0"
大妖狐,"Map151.json,events,2,pages,2,list,25,parameters,0"
「好～那么。,"Map151.json,events,2,pages,2,list,26,parameters,0"
今天就来个油炸豆腐派对吧♪」,"Map151.json,events,2,pages,2,list,27,parameters,0"
\C[27]清彦,"Map151.json,events,2,pages,2,list,33,parameters,0"
「全部用掉吗！」,"Map151.json,events,2,pages,2,list,34,parameters,0"
大妖狐,"Map151.json,events,2,pages,2,list,36,parameters,0"
「嗯♪,"Map151.json,events,2,pages,2,list,37,parameters,0"
今天我也来帮忙吧」,"Map151.json,events,2,pages,2,list,38,parameters,0"
\C[27]清彦,"Map151.json,events,2,pages,2,list,44,parameters,0"
「咦？你说要买东西了吗？」,"Map151.json,events,2,pages,2,list,45,parameters,0"
大妖狐,"Map151.json,events,2,pages,2,list,47,parameters,0"
「嗯嗯嗯～。,"Map151.json,events,2,pages,2,list,48,parameters,0"
我可不会错过那种香味哦？」,"Map151.json,events,2,pages,2,list,49,parameters,0"
\C[27]清彦,"Map151.json,events,2,pages,2,list,54,parameters,0"
「存货还有吗？」,"Map151.json,events,2,pages,2,list,55,parameters,0"
大妖狐,"Map151.json,events,2,pages,2,list,57,parameters,0"
「偶然在街上看到有货,"Map151.json,events,2,pages,2,list,58,parameters,0"
就全部都买回来了♪」,"Map151.json,events,2,pages,2,list,59,parameters,0"
一提到油炸豆腐，两人的尾巴都高兴地摇摆。,"Map151.json,events,2,pages,2,list,65,parameters,0"
在美食的魔力面前，他们无法抵抗。,"Map151.json,events,2,pages,2,list,66,parameters,0"
即使她的皮肤无法脱落,"Map151.json,events,2,pages,2,list,92,parameters,0"
这样也可能是个和平的结果。,"Map151.json,events,2,pages,2,list,93,parameters,0"
\!……相反，如果脱下来后没有恢复,"Map151.json,events,2,pages,2,list,94,parameters,0"
可能会变成更大的问题。,"Map151.json,events,2,pages,2,list,95,parameters,0"
大妖狐的研究还在继续。,"Map151.json,events,2,pages,2,list,97,parameters,0"
虽然现在正在进行『脱衣』的研究,"Map151.json,events,2,pages,2,list,98,parameters,0"
但迟早可能会选择『让心灵染上妖狐』。,"Map151.json,events,2,pages,2,list,99,parameters,0"
接下来，他们会发展成什么样子呢。,"Map151.json,events,2,pages,2,list,102,parameters,0"
……不管怎样，现在就来享受油炸豆腐派对吧。,"Map151.json,events,2,pages,2,list,103,parameters,0"
\C[27]清彦,"Map151.json,events,2,pages,2,list,106,parameters,0"
「嗯～～～♪,"Map151.json,events,2,pages,2,list,107,parameters,0"
味道浓郁，很好吃！」,"Map151.json,events,2,pages,2,list,108,parameters,0"
大妖狐,"Map151.json,events,2,pages,2,list,110,parameters,0"
「清彦君的味噌汤真好吃～♪,"Map151.json,events,2,pages,2,list,111,parameters,0"
和油炸豆腐真是绝配呢」,"Map151.json,events,2,pages,2,list,112,parameters,0"
ED22.皮癒着ED,"Map151.json,events,2,pages,2,list,118,parameters,0"
\C[27]清彦,"Map151.json,events,4,pages,0,list,1,parameters,0"
「（围炉裏……吗。,"Map151.json,events,4,pages,0,list,2,parameters,0"
大妖狐说是东方的东西,"Map151.json,events,4,pages,0,list,3,parameters,0"
但是变成这个身体后看到这个让人感到安心）」,"Map151.json,events,4,pages,0,list,4,parameters,0"
某种意义上是心灵的镜子。,"Map151.json,events,5,pages,0,list,2,parameters,0"
……虽然得到了名为大金的短刀,"Map151.json,events,5,pages,0,list,3,parameters,0"
但这层皮什么时候才能脱落呢。,"Map151.json,events,5,pages,0,list,4,parameters,0"
分身平时过着怎样的生活呢。,"Map151.json,events,5,pages,0,list,6,parameters,0"
不……那个人算是『活着』吗。,"Map151.json,events,5,pages,0,list,7,parameters,0"
还有，最好不要想起植物。,"Map151.json,events,5,pages,0,list,8,parameters,0"
她这样想着。,"Map151.json,events,5,pages,0,list,9,parameters,0"
\C[27]清彦,"Map151.json,events,6,pages,0,list,1,parameters,0"
「（中午……啊。今天晚饭吃什么呢。,"Map151.json,events,6,pages,0,list,2,parameters,0"
能说我做的料理好吃真是太感激了）」,"Map151.json,events,6,pages,0,list,3,parameters,0"
\C[27]清彦,"Map151.json,events,7,pages,0,list,1,parameters,0"
「（那层皮到底有多少件呢。,"Map151.json,events,7,pages,0,list,2,parameters,0"
随便调查一下是不行的……）」,"Map151.json,events,7,pages,0,list,3,parameters,0"
清彦,"Map151.json,events,8,pages,0,list,1,parameters,0"
「（奇怪的设计的人偶。,"Map151.json,events,8,pages,0,list,2,parameters,0"
好像是大妖狐在街上卖的东西,"Map151.json,events,8,pages,0,list,3,parameters,0"
……感觉它随时都会动起来，好可怕）」,"Map151.json,events,8,pages,0,list,4,parameters,0"
\C[27]清彦,"Map151.json,events,9,pages,0,list,1,parameters,0"
「（短刀通常放在这里。,"Map151.json,events,9,pages,0,list,2,parameters,0"
虽然被告知是自己的东西可以随便用,"Map151.json,events,9,pages,0,list,3,parameters,0"
但是还是担心会丢掉）」,"Map151.json,events,9,pages,0,list,4,parameters,0"
从抽屉里溢出的魔力。,"Map151.json,events,9,pages,0,list,6,parameters,0"
是因为皮肤已经适应了吗,"Map151.json,events,9,pages,0,list,7,parameters,0"
连魔力的流动都能看到了。,"Map151.json,events,9,pages,0,list,8,parameters,0"
因此，短刀的价值更加提高了。,"Map151.json,events,9,pages,0,list,10,parameters,0"
……不仅能还清债务，甚至还能找零。,"Map151.json,events,9,pages,0,list,11,parameters,0"
在卖的时候一定要强调这一点。,"Map151.json,events,9,pages,0,list,12,parameters,0"
\C[27]清彦,"Map151.json,events,9,pages,0,list,14,parameters,0"
「（所以要好好珍惜）」,"Map151.json,events,9,pages,0,list,15,parameters,0"
最好放在坚固的地方。,"Map151.json,events,9,pages,0,list,17,parameters,0"
雇佣护卫。这样的事情似乎是最好的选择。,"Map151.json,events,9,pages,0,list,18,parameters,0"
是否应该使用防盗魔法呢。,"Map151.json,events,9,pages,0,list,19,parameters,0"
……要好好考虑一下。,"Map151.json,events,9,pages,0,list,20,parameters,0"
\C[27]清彦,"Map151.json,events,10,pages,0,list,2,parameters,0"
「（这个抽屉里有很多我没见过的药。,"Map151.json,events,10,pages,0,list,3,parameters,0"
因为不是专家所以最好不要碰）」,"Map151.json,events,10,pages,0,list,4,parameters,0"
\C[27]清彦,"Map151.json,events,11,pages,0,list,1,parameters,0"
「（终于知道这个的用法了。,"Map151.json,events,11,pages,0,list,2,parameters,0"
主食的米比预想的还要好吃）」,"Map151.json,events,11,pages,0,list,3,parameters,0"
平时以面包为主食的她。,"Map151.json,events,11,pages,0,list,5,parameters,0"
第一次尝到米饭的味道，记忆犹新。,"Map151.json,events,11,pages,0,list,6,parameters,0"
……这是皮肤的影响吗，真是令人怀疑。,"Map151.json,events,11,pages,0,list,7,parameters,0"
\C[27]清彦,"Map151.json,events,12,pages,0,list,1,parameters,0"
「（终于知道这个的用法了。,"Map151.json,events,12,pages,0,list,2,parameters,0"
主食的米比预想的还要好吃）」,"Map151.json,events,12,pages,0,list,3,parameters,0"
平时以面包为主食的她。,"Map151.json,events,12,pages,0,list,5,parameters,0"
第一次尝到米饭的味道，记忆犹新。,"Map151.json,events,12,pages,0,list,6,parameters,0"
……这是皮肤的影响吗，真是令人怀疑。,"Map151.json,events,12,pages,0,list,7,parameters,0"
\C[27]清彦,"Map151.json,events,13,pages,0,list,1,parameters,0"
「（明天或者后天晒被子吧……）」,"Map151.json,events,13,pages,0,list,2,parameters,0"
\C[27]清彦,"Map151.json,events,14,pages,0,list,1,parameters,0"
「（明天或者后天晒被子吧……）」,"Map151.json,events,14,pages,0,list,2,parameters,0"
